,"Agriculture, forest and other land use",Industrial process and product use,Stationary energy,Transport,Waste management,city,country,inventory_type,Other
253,0.0,0.0,6824580.0,4174937.0,0.0,"City of Rome, Italy",Italy,Community inventories,
254,0.0,0.0,1629756.0,858226.0,0.0,"Metropolitan City of Florence, Italy",Italy,Community inventories,
255,0.0,0.0,0.0,38972.0,0.0,"Metropolitan City of Florence, Italy",Italy,Government operations inventory,0.0
256,176000.0,0.0,8401000.0,3275000.0,0.0,"Metropolitan City of Turin, Italy",Italy,Community inventories,
257,0.0,0.0,1070393.0,424350.0,0.0,"Metropolitan City of Venice, Italy",Italy,Community inventories,
258,0.0,70627.0,283691.0,181274.0,0.0,"Municipality of Ancona, Italy",Italy,Community inventories,
259,0.0,0.0,0.0,473.0,0.0,"Municipality of Ancona, Italy",Italy,Government operations inventory,0.0
260,0.0,0.0,2478.0,0.0,2621138.0,"Municipality of Villa di Serio, Italy",Italy,Community inventories,
261,142322.0,10893.0,502577.0,612268.0,129041.0,"Province of Siena, Italy",Italy,Community inventories,
262,0.0,0.0,0.0,0.0,0.0,"Province of Siena, Italy",Italy,Government operations inventory,0.0
263,0.0,0.0,1583000.0,657000.0,77000.0,"Adachi City, Japan",Japan,Community inventories,
264,0.0,0.0,0.0,0.0,0.0,"Adachi City, Japan",Japan,Government operations inventory,34587.0
265,178854.09,1154809.03,60242055.8,10992514.08,1402920.55,"Aichi Prefecture, Japan",Japan,Community inventories,
266,2631.0,0.0,0.0,15236.0,2795.0,"Aichi Prefecture, Japan",Japan,Government operations inventory,1310.0
267,0.0,0.0,1257022.0,456854.0,114675.0,"Akashi City, Japan",Japan,Community inventories,
268,0.0,81000.0,2067000.0,782000.0,176000.0,"Akita City, Japan",Japan,Community inventories,
269,0.0,0.0,0.0,0.0,0.0,"Akita City, Japan",Japan,Government operations inventory,119828.0
270,0.0,0.0,5968000.0,2083000.0,388000.0,"Akita Prefecture, Japan",Japan,Community inventories,
271,0.0,0.0,0.0,4337.0,34273.0,"Akita Prefecture, Japan",Japan,Government operations inventory,450.0
272,0.0,0.0,0.0,467.0,0.0,"Amami City, Japan",Japan,Government operations inventory,0.0
273,0.0,0.0,0.0,0.0,0.0,"Aomori City, Japan",Japan,Community inventories,
274,0.0,0.0,0.0,0.0,51003.0,"Aomori City, Japan",Japan,Government operations inventory,0.0
275,0.0,0.0,10000000.0,2197000.0,182000.0,"Aomori Prefecture, Japan",Japan,Community inventories,
276,46066.0,694.0,1756523.0,625814.0,109065.0,"Asahikawa City, Japan",Japan,Community inventories,
277,0.0,0.0,0.0,0.0,32151.0,"Asahikawa City, Japan",Japan,Government operations inventory,455.0
278,0.0,0.0,1549006.0,323107.0,42200.0,"Atsugi City, Japan",Japan,Community inventories,
279,0.0,0.0,0.0,718.0,0.0,"Atsugi City, Japan",Japan,Government operations inventory,0.0
280,0.0,31000.0,63601000.0,9317000.0,1093000.0,"Chiba Prefecture, Japan",Japan,Community inventories,
281,2250.0,0.0,0.0,5742.0,16.0,"Chiba Prefecture, Japan",Japan,Government operations inventory,0.0
282,0.0,0.0,1110000.0,179000.0,0.0,"Chigasaki City, Japan",Japan,Community inventories,
283,0.0,0.0,2324000.0,468000.0,36000.0,"Chiyoda City, Japan",Japan,Community inventories,
284,0.0,0.0,0.0,38.0,0.0,"Chiyoda City, Japan",Japan,Government operations inventory,0.0
285,0.0,0.0,1976000.0,371000.0,34000.0,"Chuo City, Japan",Japan,Community inventories,
286,0.0,0.0,1668000.0,681000.0,52000.0,"Edogawa City, Japan",Japan,Community inventories,
287,0.0,0.0,0.0,716.0,0.0,"Edogawa City, Japan",Japan,Government operations inventory,0.0
288,0.0,0.0,14706000.0,2771000.0,221000.0,"Ehime Prefecture, Japan",Japan,Community inventories,
289,0.0,0.0,0.0,0.0,0.0,"Ehime Prefecture, Japan",Japan,Government operations inventory,0.0
290,0.0,0.0,5629000.0,466000.0,463572.0,"Fuji City, Japan",Japan,Community inventories,
291,0.0,0.0,0.0,768.0,30122.0,"Fuji City, Japan",Japan,Government operations inventory,149.0
292,0.0,0.0,1139700.0,251000.0,53600.0,"Fujinomiya City, Japan",Japan,Community inventories,
293,0.0,0.0,0.0,385.0,28610.0,"Fujinomiya City, Japan",Japan,Government operations inventory,0.0
294,0.0,0.0,2567593.0,343032.0,13318.0,"Fujisawa City, Japan",Japan,Community inventories,
295,0.0,0.0,0.0,0.0,0.0,"Fujisawa City, Japan",Japan,Government operations inventory,41845.0
296,0.0,0.0,5788000.0,1704000.0,166000.0,"Fukui Prefecture, Japan",Japan,Community inventories,
297,0.0,35104.0,5318840.0,1932276.0,233590.0,"Fukuoka City, Japan",Japan,Community inventories,
298,0.0,0.0,0.0,47423.0,246713.0,"Fukuoka City, Japan",Japan,Government operations inventory,0.0
299,0.0,0.0,10595000.0,4114000.0,552000.0,"Fukushima Prefecture, Japan",Japan,Community inventories,
300,0.0,0.0,0.0,0.0,0.0,"Fukushima Prefecture, Japan",Japan,Government operations inventory,71404.0
301,0.0,0.0,4097100.0,444000.0,175000.0,"Funabashi City, Japan",Japan,Community inventories,
302,0.0,0.0,0.0,2281.0,149848.0,"Funabashi City, Japan",Japan,Government operations inventory,104.0
303,0.0,1101000.0,10233000.0,3587000.0,438000.0,"Gifu Prefecture, Japan",Japan,Community inventories,
304,0.0,0.0,0.0,0.0,0.0,"Gifu Prefecture, Japan",Japan,Government operations inventory,50071.0
305,0.0,0.0,11975000.0,5079000.0,436000.0,"Gunma Prefecture, Japan",Japan,Community inventories,
306,0.0,0.0,0.0,7987.0,0.0,"Gunma Prefecture, Japan",Japan,Government operations inventory,1482.0
307,0.0,0.0,1623359.0,702776.0,23486.0,"Hakodate City, Japan",Japan,Community inventories,
308,0.0,0.0,4071000.0,1445000.0,217000.0,"Hamamatsu City, Japan",Japan,Community inventories,
309,0.0,0.0,0.0,2406.0,68204.0,"Hamamatsu City, Japan",Japan,Government operations inventory,11386.0
310,0.0,0.0,7838000.0,924000.0,623000.0,"Himeji City, Japan",Japan,Community inventories,
311,0.0,0.0,6876991.0,1570878.0,148641.0,"Hiroshima City, Japan",Japan,Community inventories,
312,0.0,0.0,0.0,3017.0,110008.0,"Hiroshima City, Japan",Japan,Government operations inventory,48.0
313,0.0,0.0,46390000.0,7000000.0,500000.0,"Hiroshima Prefecture, Japan",Japan,Community inventories,
314,0.0,0.0,0.0,7585.0,0.0,"Hiroshima Prefecture, Japan",Japan,Government operations inventory,1844.0
315,6790000.0,2850000.0,38920000.0,12080000.0,460000.0,"Hokkaido Prefecture, Japan",Japan,Community inventories,
316,0.0,0.0,0.0,0.0,0.0,"Hokkaido Prefecture, Japan",Japan,Government operations inventory,265040.0
317,0.0,0.0,0.0,26.0,0.0,"Hokuto City, Japan",Japan,Government operations inventory,0.0
318,0.0,0.0,58333000.0,8356000.0,0.0,"Hyogo Prefecture, Japan",Japan,Community inventories,
319,0.0,0.0,0.0,0.0,0.0,"Hyogo Prefecture, Japan",Japan,Government operations inventory,137174.0
320,0.0,0.0,509561.0,228783.0,6515.0,"Iida City, Japan",Japan,Community inventories,
321,0.0,0.0,0.0,0.0,0.0,"Iida City, Japan",Japan,Government operations inventory,0.0
322,0.0,0.0,4366000.0,2395000.0,248000.0,"Ishikawa Prefecture, Japan",Japan,Community inventories,
323,0.0,0.0,0.0,4205.0,0.0,"Ishikawa Prefecture, Japan",Japan,Government operations inventory,0.0
324,1000.0,0.0,1735000.0,413000.0,66000.0,"Itabashi City, Japan",Japan,Community inventories,
325,0.0,0.0,0.0,0.0,0.0,"Itabashi City, Japan",Japan,Government operations inventory,0.0
326,0.0,0.0,2012670.0,794761.0,134076.0,"Iwaki City, Japan",Japan,Community inventories,
327,0.0,0.0,0.0,0.0,0.0,"Iwaki City, Japan",Japan,Government operations inventory,111600.0
328,219000.0,2000.0,4933000.0,2244000.0,240000.0,"Kagawa Prefecture, Japan",Japan,Community inventories,
329,420.0,0.0,0.0,2841.0,31606.0,"Kagawa Prefecture, Japan",Japan,Government operations inventory,27.0
330,0.0,0.0,829260.0,434652.0,40.0,"Kakogawa City, Japan",Japan,Community inventories,
331,0.0,0.0,0.0,841.0,48864.0,"Kakogawa City, Japan",Japan,Government operations inventory,0.0
332,0.0,0.0,52343464.0,10541248.0,1813583.0,"Kanagawa Prefecture, Japan",Japan,Community inventories,
333,0.0,0.0,0.0,18690.0,0.0,"Kanagawa Prefecture, Japan",Japan,Government operations inventory,323221.0
334,0.0,0.0,0.0,0.0,0.0,"Kasumigaura City, Japan",Japan,Government operations inventory,0.0
335,0.0,0.0,1172300.0,558300.0,27400.0,"Kawagoe City, Japan",Japan,Community inventories,
336,0.0,0.0,1513500.0,542700.0,58700.0,"Kawaguchi City, Japan",Japan,Community inventories,
337,0.0,0.0,0.0,1437.0,78185.0,"Kawaguchi City, Japan",Japan,Government operations inventory,543.0
338,0.0,752800.0,23215300.0,1154300.0,314800.0,"Kawasaki City, Japan",Japan,Community inventories,
339,0.0,0.0,0.0,0.0,161205.77,"Kawasaki City, Japan",Japan,Government operations inventory,0.0
340,0.0,0.0,907000.0,230000.0,27000.0,"Kita City, Japan",Japan,Community inventories,
341,7037.0,176676.0,14782924.0,1738330.0,337039.0,"Kitakyushu City, Japan",Japan,Community inventories,
342,0.0,0.0,0.0,13000.0,163000.0,"Kitakyushu City, Japan",Japan,Government operations inventory,0.0
343,0.0,0.0,0.0,53.0,0.0,"Kitamoto City, Japan",Japan,Government operations inventory,0.0
344,0.0,0.0,8708000.0,1995000.0,264000.0,"Kobe City, Japan",Japan,Community inventories,
345,325.0,0.0,0.0,29275.0,208647.0,"Kobe City, Japan",Japan,Government operations inventory,0.0
346,0.0,0.0,6561000.0,1519000.0,96000.0,"Kochi Prefecture, Japan",Japan,Community inventories,
347,0.0,0.0,558100.0,71300.0,2900.0,"Kochi-konan City, Japan",Japan,Community inventories,
348,0.0,0.0,0.0,203.0,43.0,"Kochi-konan City, Japan",Japan,Government operations inventory,0.0
349,0.0,0.0,0.0,0.0,0.0,"Kofu City, Japan",Japan,Community inventories,
350,0.0,0.0,0.0,876.0,41826.0,"Kofu City, Japan",Japan,Government operations inventory,0.0
351,0.0,0.0,218000.0,63500.0,2760.0,"Komoro City, Japan",Japan,Community inventories,
352,0.0,0.0,0.0,252.0,2.0,"Komoro City, Japan",Japan,Government operations inventory,0.0
353,0.0,0.0,1832000.0,698000.0,49500.0,"Koriyama City, Japan",Japan,Community inventories,
354,0.0,0.0,2515248.0,444553.0,43273.0,"Koto City, Japan",Japan,Community inventories,
355,0.0,0.0,0.0,158.3,0.0,"Koto City, Japan",Japan,Government operations inventory,0.0
356,0.0,0.0,3903000.0,981000.0,82000.0,"Kumamoto City, Japan",Japan,Community inventories,
357,0.0,0.0,0.0,4277.0,71993.0,"Kumamoto City, Japan",Japan,Government operations inventory,0.0
358,0.0,1026000.0,29326000.0,1743000.0,99000.0,"Kurashiki City, Japan",Japan,Community inventories,
359,0.0,0.0,0.0,1939.0,29693.0,"Kurashiki City, Japan",Japan,Government operations inventory,1679.0
360,0.0,0.0,1502000.0,457000.0,47000.0,"Kurume City, Japan",Japan,Community inventories,
361,0.0,0.0,0.0,0.0,0.0,"Kurume City, Japan",Japan,Government operations inventory,40202.0
362,0.0,0.0,1739000.0,407000.0,21000.0,"Kushiro City, Japan",Japan,Community inventories,
363,0.0,0.0,5498000.0,1584000.0,217000.0,"Kyoto City, Japan",Japan,Community inventories,
364,0.0,0.0,0.0,75000.0,187000.0,"Kyoto City, Japan",Japan,Government operations inventory,0.0
365,0.0,0.0,8225177.0,3109753.0,288639.0,"Kyoto Prefecture, Japan",Japan,Community inventories,
366,0.0,0.0,0.0,9044.0,0.0,"Kyoto Prefecture, Japan",Japan,Government operations inventory,12480.0
367,0.0,0.0,0.0,1563.0,50091.0,"Maebashi City, Japan",Japan,Government operations inventory,1.0
368,85439.0,0.0,2218154.0,871996.0,42355.0,"Matsuyama City, Japan",Japan,Community inventories,
369,0.0,0.0,0.0,0.0,0.0,"Matsuyama City, Japan",Japan,Government operations inventory,111532.0
370,0.0,0.0,904000.0,256000.0,22000.0,"Meguro City, Japan",Japan,Community inventories,
371,0.0,0.0,21918.0,4182.0,642.0,"Mie Prefecture, Japan",Japan,Community inventories,
372,0.0,0.0,0.0,6159.0,0.0,"Mie Prefecture, Japan",Japan,Government operations inventory,0.0
373,0.0,0.0,3570000.0,664000.0,48000.0,"Minato City, Japan",Japan,Community inventories,
374,0.0,0.0,0.0,206.0,0.0,"Minato City, Japan",Japan,Government operations inventory,0.0
375,0.0,0.0,873000.0,543000.0,47000.0,"Mito City, Japan",Japan,Community inventories,
376,0.0,0.0,0.0,666.0,35290.0,"Mito City, Japan",Japan,Government operations inventory,0.0
377,0.0,0.0,13653.0,5213.0,618.0,"Miyagi Prefecture, Japan",Japan,Community inventories,
378,0.0,0.0,923000.0,864000.0,14000.0,"Miyazaki City, Japan",Japan,Community inventories,
379,0.0,0.0,0.0,1230.0,0.0,"Miyazaki City, Japan",Japan,Government operations inventory,0.0
380,0.0,0.0,686927.0,169803.0,3900.0,"Miyoshi City, Japan",Japan,Community inventories,
381,1000.0,0.0,524000.0,82000.0,9000.0,"Musashino City, Japan",Japan,Community inventories,
382,0.0,0.0,0.0,522.0,13601.0,"Musashino City, Japan",Japan,Government operations inventory,2.0
383,0.0,0.0,729900.0,194300.0,16300.0,"Nagahama City, Japan",Japan,Community inventories,
384,0.0,0.0,0.0,1222.0,0.0,"Nagahama City, Japan",Japan,Government operations inventory,0.0
385,0.0,0.0,437068.0,178219.0,14209.0,"Nagareyama City, Japan",Japan,Community inventories,
386,0.0,0.0,0.0,8.0,31654.0,"Nagareyama City, Japan",Japan,Government operations inventory,3.0
387,0.0,0.0,4247000.0,2520000.0,278000.0,"Nagasaki Prefecture, Japan",Japan,Community inventories,
388,0.0,0.0,0.0,25233.0,0.0,"Nagasaki Prefecture, Japan",Japan,Government operations inventory,0.0
389,9000.0,0.0,10675000.0,4557000.0,265000.0,"Nagoya City, Japan",Japan,Community inventories,
390,98.0,0.0,0.0,46560.0,266320.0,"Nagoya City, Japan",Japan,Government operations inventory,308.0
391,0.0,0.0,1862000.0,357000.0,39000.0,"Naha City, Japan",Japan,Community inventories,
392,0.0,0.0,0.0,0.0,0.0,"Naha City, Japan",Japan,Government operations inventory,25198.0
393,0.0,0.0,783000.0,174000.0,24000.0,"Nakano City, Japan",Japan,Community inventories,
394,13741.0,0.0,946677.0,340494.0,41583.0,"Nara City, Japan",Japan,Community inventories,
395,0.0,0.0,0.0,0.0,21938.0,"Nara City, Japan",Japan,Government operations inventory,13533.0
396,0.0,0.0,1492000.0,522000.0,50000.0,"Nerima City, Japan",Japan,Community inventories,
397,0.0,0.0,0.0,578.0,0.0,"Nerima City, Japan",Japan,Government operations inventory,0.0
398,0.0,0.0,675000.0,263000.0,21000.0,"Neyagawa City, Japan",Japan,Community inventories,
399,0.0,0.0,0.0,0.0,0.0,"Neyagawa City, Japan",Japan,Government operations inventory,24476.0
400,0.0,0.0,4647853.0,1896115.0,343902.0,"Niigata City, Japan",Japan,Community inventories,
401,0.0,0.0,0.0,2549.0,72116.0,"Niigata City, Japan",Japan,Government operations inventory,141.0
402,0.0,0.0,15170000.0,5170000.0,1480000.0,"Niigata Prefecture, Japan",Japan,Community inventories,
403,0.0,0.0,1296818.0,374141.0,62675.0,"Nishinomiya, Japan",Japan,Community inventories,
404,0.0,0.0,763076.0,275107.0,11151.0,"Odawara City, Japan",Japan,Community inventories,
405,0.0,0.0,0.0,684.0,14951.0,"Odawara City, Japan",Japan,Government operations inventory,0.0
406,0.0,0.0,27507000.0,2818000.0,239000.0,"Oita Prefecture, Japan",Japan,Community inventories,
407,0.0,0.0,0.0,4789.0,0.0,"Oita Prefecture, Japan",Japan,Government operations inventory,2945.0
408,0.0,0.0,4921000.0,1415000.0,175000.0,"Okayama City, Japan",Japan,Community inventories,
409,0.0,0.0,0.0,2000.0,71422.0,"Okayama City, Japan",Japan,Government operations inventory,0.0
410,0.0,0.0,2202000.0,591000.0,59000.0,"Okazaki City, Japan",Japan,Community inventories,
411,0.0,0.0,0.0,0.0,58564.0,"Okazaki City, Japan",Japan,Government operations inventory,32.0
412,0.0,258000.0,8454000.0,3857000.0,133000.0,"Okinawa Prefecture, Japan",Japan,Community inventories,
413,0.0,0.0,0.0,0.0,0.0,"Okinawa Prefecture, Japan",Japan,Government operations inventory,169360.0
414,0.0,0.0,40270000.0,7640000.0,1220000.0,"Osaka Prefecture, Japan",Japan,Community inventories,
415,0.0,0.0,0.0,0.0,0.0,"Osaka Prefecture, Japan",Japan,Government operations inventory,0.0
416,0.0,0.0,2423000.0,623000.0,35000.0,"Ota City, Japan",Japan,Community inventories,
417,0.0,0.0,0.0,1206.0,0.0,"Ota City, Japan",Japan,Government operations inventory,0.0
418,0.0,0.0,1318483.0,451573.0,91239.0,"Otsu City, Japan",Japan,Community inventories,
419,8.0,0.0,0.0,1238.0,30099.0,"Otsu City, Japan",Japan,Government operations inventory,0.0
420,0.0,0.0,3243485.0,1077944.0,58474.0,"Sagamihara City, Japan",Japan,Community inventories,
421,0.0,0.0,0.0,2218.0,56437.0,"Sagamihara City, Japan",Japan,Government operations inventory,0.0
422,0.0,0.0,3728000.0,1406000.0,262000.0,"Saitama City, Japan",Japan,Community inventories,
423,0.0,0.0,0.0,0.0,0.0,"Saitama City, Japan",Japan,Government operations inventory,91259.0
424,0.0,0.0,24350244.0,10092367.0,1419080.0,"Saitama Prefecture, Japan",Japan,Community inventories,
425,0.0,0.0,5907024.0,1085878.0,204313.0,"Sakai City, Japan",Japan,Community inventories,
426,0.0,0.0,0.0,1550.0,113000.0,"Sakai City, Japan",Japan,Government operations inventory,16523.0
427,0.0,0.0,0.0,0.0,0.0,"Sapporo City, Japan",Japan,Community inventories,
428,4.7,0.0,0.0,0.0,222047.15,"Sapporo City, Japan",Japan,Government operations inventory,0.0
429,27000.0,6000.0,1121000.0,528000.0,41000.0,"Sasebo City, Japan",Japan,Community inventories,
430,0.0,0.0,0.0,0.0,0.0,"Sasebo City, Japan",Japan,Government operations inventory,85187.0
431,0.0,0.0,0.0,0.0,0.0,"Sendai City, Japan",Japan,Community inventories,
432,0.0,0.0,0.0,35715.0,136376.0,"Sendai City, Japan",Japan,Government operations inventory,19.0
433,0.0,0.0,2177000.0,752000.0,67000.0,"Setagaya City, Japan",Japan,Community inventories,
434,0.0,0.0,0.0,20.0,0.0,"Setagaya City, Japan",Japan,Government operations inventory,0.0
435,0.0,0.0,0.0,355.0,12954.0,"Settsu City, Japan",Japan,Government operations inventory,0.0
436,0.0,0.0,1805000.0,484000.0,37000.0,"Shibuya City, Japan",Japan,Community inventories,
437,0.0,0.0,0.0,210.0,0.0,"Shibuya City, Japan",Japan,Government operations inventory,0.0
438,0.0,0.0,8760000.0,2770000.0,279000.0,"Shiga Prefecture, Japan",Japan,Community inventories,
439,301058.0,25917.0,4388488.0,1301740.0,146803.0,"Shimane Prefecture, Japan",Japan,Community inventories,
440,0.0,0.0,0.0,0.0,0.0,"Shimane Prefecture, Japan",Japan,Government operations inventory,92750.0
441,0.0,0.0,0.0,0.0,0.0,"Shimokawa Town, Japan",Japan,Government operations inventory,0.0
442,0.0,0.0,2773000.0,532000.0,31000.0,"Shimonoseki City, Japan",Japan,Community inventories,
443,0.0,0.0,0.0,2302.0,50297.0,"Shimonoseki City, Japan",Japan,Government operations inventory,0.0
444,0.0,0.0,2535000.0,536000.0,37000.0,"Shinjuku City, Japan",Japan,Community inventories,
445,0.0,0.0,0.0,0.0,0.0,"Shinjuku City, Japan",Japan,Government operations inventory,0.0
446,0.0,0.0,4166700.0,1400500.0,105700.0,"Shizuoka City, Japan",Japan,Community inventories,
447,0.0,0.0,0.0,2172.0,135685.0,"Shizuoka City, Japan",Japan,Government operations inventory,113871.0
448,0.0,0.0,22614000.0,7205000.0,751000.0,"Shizuoka Prefecture, Japan",Japan,Community inventories,
449,0.0,0.0,1180000.0,340000.0,47000.0,"Suita City, Japan",Japan,Community inventories,
450,0.0,0.0,0.0,619.0,54200.0,"Suita City, Japan",Japan,Government operations inventory,0.0
451,0.0,0.0,839000.0,275000.0,33000.0,"Sumida City, Japan",Japan,Community inventories,
452,0.0,0.0,0.0,0.0,0.0,"Sumida City, Japan",Japan,Government operations inventory,20727.0
453,0.0,0.0,908000.0,284000.0,25000.0,"Taito City, Japan",Japan,Community inventories,
454,0.0,0.0,0.0,248.0,0.0,"Taito City, Japan",Japan,Government operations inventory,0.0
455,0.0,0.0,486134.0,150766.0,27461.0,"Takarazuka City, Japan",Japan,Community inventories,
456,0.0,0.0,0.0,15.014,34429.376,"Takarazuka City, Japan",Japan,Government operations inventory,20.249
457,0.0,0.0,1078000.0,255000.0,69000.0,"Takatsuki City, Japan",Japan,Community inventories,
458,0.0,0.0,0.0,0.0,0.0,"Takatsuki City, Japan",Japan,Government operations inventory,0.0
459,0.0,0.0,1088357.0,407021.0,33418.0,"Tokushima City, Japan",Japan,Community inventories,
460,0.0,0.0,0.0,0.0,0.0,"Tokyo Metropolitan Government, Japan",Japan,Community inventories,
461,0.0,0.0,0.0,0.0,0.0,"Tokyo Metropolitan Government, Japan",Japan,Government operations inventory,0.0
462,0.0,0.0,793081.0,393282.0,22576.0,"Tottori City, Japan",Japan,Community inventories,
463,0.0,0.0,0.0,0.0,0.0,"Tottori City, Japan",Japan,Government operations inventory,0.0
464,0.0,0.0,0.0,5450.0,0.0,"Tottori Prefecture, Japan",Japan,Government operations inventory,4221.0
465,37329.0,255098.0,2649177.0,913179.0,89726.2,"Toyama City, Japan",Japan,Community inventories,
466,0.0,0.0,0.0,866.0,0.0,"Toyama City, Japan",Japan,Government operations inventory,0.0
467,0.0,0.0,7619000.0,2280000.0,206000.0,"Toyama Prefecture, Japan",Japan,Community inventories,
468,0.0,0.0,0.0,30028.0,0.0,"Toyama Prefecture, Japan",Japan,Government operations inventory,0.0
469,0.0,0.0,918878.0,335139.0,64639.0,"Toyonaka City, Japan",Japan,Community inventories,
470,0.0,0.0,0.0,1497.0,4472.0,"Toyonaka City, Japan",Japan,Government operations inventory,10.0
471,0.0,0.0,1594597.0,444220.0,38217.0,"Tsukuba City, Japan",Japan,Community inventories,
472,0.0,0.0,0.0,770.0,0.0,"Tsukuba City, Japan",Japan,Government operations inventory,14.0
473,0.0,0.0,3355283.0,491118.0,36992.0,"Ube City, Japan",Japan,Community inventories,
474,0.0,0.0,0.0,3576.0,19565.0,"Ube City, Japan",Japan,Government operations inventory,0.0
475,0.0,0.0,2942414.0,947524.0,61795.0,"Utsunomiya City, Japan",Japan,Community inventories,
476,0.0,0.0,0.0,1246.0,59117.0,"Utsunomiya City, Japan",Japan,Government operations inventory,19.0
477,0.0,789657.0,15072087.0,2092280.0,181833.0,"Wakayama Prefecture, Japan",Japan,Community inventories,
478,252.0,0.0,0.0,332.0,0.0,"Wakayama Prefecture, Japan",Japan,Government operations inventory,0.0
479,0.0,0.0,6634000.0,1911000.0,236000.0,"Yamagata Prefecture, Japan",Japan,Community inventories,
480,0.0,0.0,1603956.0,419426.0,2068.0,"Yamaguchi City, Japan",Japan,Community inventories,
481,0.0,0.0,0.0,1091.0,0.0,"Yamaguchi City, Japan",Japan,Government operations inventory,28.0
482,0.0,0.0,30775000.0,3230000.0,0.0,"Yamaguchi Prefecture, Japan",Japan,Community inventories,
483,0.0,0.0,0.0,7729.0,0.0,"Yamaguchi Prefecture, Japan",Japan,Government operations inventory,1994.0
484,0.0,0.0,3525000.0,2440000.0,244000.0,"Yamanashi Prefecture, Japan",Japan,Community inventories,
485,0.0,0.0,0.0,0.0,0.0,"Yamanashi Prefecture, Japan",Japan,Government operations inventory,32487.0
486,0.0,0.0,1044756.0,355292.0,30998.0,"Yao City, Japan",Japan,Community inventories,
487,0.0,0.0,0.0,966.0,0.0,"Yao City, Japan",Japan,Government operations inventory,0.0
488,7116.0,103081.0,15976672.0,3698425.0,590418.0,"Yokohama City, Japan",Japan,Community inventories,
489,0.0,0.0,0.0,0.0,338928.0,"Yokohama City, Japan",Japan,Government operations inventory,0.0
490,0.0,0.0,0.0,27.0,22775.0,"Yokosuka City, Japan",Japan,Government operations inventory,32.0
491,0.0,0.0,4754677.692,2267555.257,423188.0241,"Greater Amman Municipality, Jordan",Jordan,Community inventories,
492,0.0,0.0,0.0,0.0,0.0,"Kuching North City Council, Malaysia",Malaysia,Community inventories,
493,0.0,0.0,0.0,0.0,0.0,"Kuching North City Council, Malaysia",Malaysia,Government operations inventory,0.0
494,0.0,0.0,0.0,0.0,0.0,"Melaka Historic City Council, Malaysia",Malaysia,Community inventories,
495,0.0,0.0,0.0,0.0,0.0,"Penang Island City Council, Malaysia",Malaysia,Community inventories,
496,0.0,0.0,0.0,0.0,0.0,"Penang Island City Council, Malaysia",Malaysia,Government operations inventory,0.0
497,0.0,0.0,0.0,0.0,0.0,"Petaling Jaya City Council, Malaysia",Malaysia,Community inventories,
498,0.0,0.0,0.0,1731.7,0.0,"Petaling Jaya City Council, Malaysia",Malaysia,Government operations inventory,0.0
499,202.678,477.9894,3692.34568,1181.459,2577.01,"SEBERANG PERAI MUNICIPAL COUNCIL, Malaysia",Malaysia,Community inventories,
500,0.0,0.0,0.0,0.0,0.0,"Shah Alam City Council, Malaysia",Malaysia,Community inventories,
501,0.0,0.0,0.0,1106.17960035038,189336.9975,"Shah Alam City Council, Malaysia",Malaysia,Government operations inventory,0.0
502,556730.0,2871.0,101440.0,1251937.0,342131.0,"City of Tuxtla Gutiérrez, Mexico",Mexico,Community inventories,
503,556729.52,0.0,0.0,705317.0,342131.25,"City of Tuxtla Gutiérrez, Mexico",Mexico,Government operations inventory,0.0
504,504782775.0,0.0,12392257.0,5977075.0,6542240.0,"Guadalajara Metropolitan Area, Mexico",Mexico,Community inventories,
505,0.0,0.0,0.0,0.0,0.0,"Muncipality of Banderilla, Mexico",Mexico,Community inventories,
506,511831.0,0.0,58697.0,2821440.0,447835.0,"Municipality of Aguascalientes, Mexico",Mexico,Community inventories,
507,12740.0,0.0,2858.0,17128.0,10385.0,"Municipality of Amacuzac, Mexico",Mexico,Community inventories,
508,16459.0,0.0,3273.0,19617.0,5524.0,"Municipality of Atlatlahucan, Mexico",Mexico,Community inventories,
509,12531.0,27795.0,730660.0,107027.0,10981.0,"Municipality of Atotonilco de Tula, Mexico",Mexico,Community inventories,
510,16459.0,0.0,5281.0,31652.0,10114.0,"Municipality of Axochiapan, Mexico",Mexico,Community inventories,
511,862.0,0.0,43191.0,85896.0,44484.0,"Municipality of Cozumel, Mexico",Mexico,Community inventories,
512,0.0,0.0,167953.0,234091.0,82434.0,"Municipality of Cuautla, Mexico",Mexico,Community inventories,
513,0.0,0.0,602298.0,607680.0,68697.0,"Municipality of Córdoba, Mexico, Mexico",Mexico,Community inventories,
514,0.0,0.0,856400.0,3360890.0,1245090.0,"Municipality of Guadalajara, Mexico",Mexico,Community inventories,
515,348737.0,1515100.0,317108.0,2360326.0,390370.0,"Municipality of Hermosillo, Mexico",Mexico,Community inventories,
516,0.0,0.0,0.0,1226.0,65040.0,"Municipality of Hermosillo, Mexico",Mexico,Government operations inventory,0.0
517,6626.0,0.0,12619.0,75623.0,16587778.0,"Municipality of Jojutla, Mexico",Mexico,Community inventories,
518,40354.0,0.0,2678.0,16050.0,2995.0,"Municipality of Jonacatepec, Mexico",Mexico,Community inventories,
519,0.0,0.0,92919911.17,232496.345,1159468.7,"Municipality of León de los Aldamas, Mexico",Mexico,Community inventories,
520,227360.93,0.0,0.0,232496.345,1278383.4,"Municipality of León de los Aldamas, Mexico",Mexico,Government operations inventory,0.0
