,name,country,population,adhesion_date,latitude,longitude,url,ACTION,MONITOR
56,ALFARA DE LA BARONIA,Spain,535,24/01/2017,39.762699127197,-0.35536000132561,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20241,1,1
57,ALFARA DEL PATRIARCA,Spain,3228,30/03/2016,39.54658126831,-0.38543000817299,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19546,0,1
58,ALFARRASÍ,Spain,1309,17/06/2016,38.904010772705,-0.49524998664856,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19923,1,1
59,ALFAUIR,Spain,451,14/04/2016,38.929740905762,-0.25058001279831,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19574,0,1
60,ALFORQUE,Spain,86,20/02/2014,41.329448699951,-0.38572001457214,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18138,0,1
61,ALFOZ,Spain,1757,01/03/2019,43.515609316805,-7.3964442085619,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26132,0,1
62,ALGERRI,Spain,437,04/03/2014,41.814830780029,0.63818001747131,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18984,0,1
63,ALMATRET,Spain,319,13/11/2018,41.305601535747,0.42355298995972,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25551,1,1
64,ALMENAR,Spain,3502,02/12/2016,41.797939300537,0.56765997409821,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20028,1,1
65,ALMENARA,Spain,5998,11/11/2020,39.75175982702,-0.22254824638367,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27902,1,1
66,ALMOHARIN,Spain,2082,30/07/2013,39.175695465729,-6.0424683010498,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17916,1,1
67,ALMOINES,Spain,2302,26/05/2016,38.94372177124,-0.18126000463963,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19703,1,1
68,ALMONACID DE LA CUBA,Spain,270,28/05/2013,41.278141021729,-0.79158002138138,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17082,0,1
69,ALMONACID DE LA SIERRA,Spain,824,22/05/2013,41.398178100586,-1.3206000328064,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17142,1,1
70,ALMUSSAFES,Spain,8744,08/09/2016,39.292770385742,-0.4132100045681,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19949,0,1
71,ALMYROS,Greece,18614,17/09/2014,39.182319641113,22.758810043335,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18373,0,1
72,ALMÀSSERA,Spain,7514,26/09/2016,39.510471343994,-0.3571799993515,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19905,0,1
73,ALPUENTE,Spain,640,31/05/2016,39.876110076904,-1.0130300521851,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19783,1,1
74,ALTIDONA,Italy,3400,09/04/2018,43.106720539118,13.793917219676,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25461,1,1
75,ALTO MUGELLO,Italy,9132,18/12/2014,44.65299987793,11.325400352478,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19460,0,1
76,ALZIRA,Spain,44518,27/07/2016,39.151180267334,-0.43336001038551,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19842,1,1
77,AMIENS métropole,France,177345,16/12/2009,49.900299072266,2.2785398960113,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12790,0,1
78,AMOEIRO,Spain,2265,22/03/2019,42.41412039045,-7.9493454917625,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26207,1,1
79,ANDILLA,Spain,400,29/10/2016,39.836448669434,-0.8145700097084,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19966,0,1
80,ANGUILLARA VENETA,Italy,4512,21/03/2014,45.819999694824,11.531000137329,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18300,0,1
81,ANNA,Spain,2655,13/10/2016,39.018478393555,-0.64766997098923,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19908,0,1
82,ANS,Belgium,28131,10/10/2014,50.667339324951,5.5076398849487,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18719,0,1
83,ANTAS DE ULLA ,Spain,2008,03/04/2019,42.782366104287,-7.8908631205559,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26280,0,1
84,APPIGNANO,Italy,4212,29/09/2014,43.363719940185,13.346090316773,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18761,0,1
85,ARAS DE LOS OLMOS,Spain,386,11/05/2016,39.924179077148,-1.13319003582,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19182,1,1
86,ARBECA,Spain,2231,27/06/2016,41.542214440285,0.92497855424881,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25553,1,1
87,AREA PIAVE 1,Italy,19870,22/09/2014,45.472801208496,12.23390007019,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18481,1,1
88,ARBO,Spain,2637,15/03/2019,42.110705644617,-8.3127558231354,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26237,1,1
89,AREA SAN PIETRO DI FELETTO - PIEVE DI SOLIGO - REFRONTOLO,Italy,19257,30/09/2014,45.913158416748,12.251130104065,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18430,1,1
90,ARENALES DE SAN GREGORIO,Spain,703,08/04/2014,39.308361053467,-3.0250499248505,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18004,0,1
91,ARGANDA DEL REY,Spain,56000,26/05/2014,40.300788879395,-3.4375,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18088,0,1
92,ARGELITA,Spain,108,27/10/2020,40.054514698794,-0.35009264945984,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27843,0,1
93,ARGOS ORESTIKO,Greece,11802,23/11/2015,40.449378967285,21.261529922485,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19895,1,1
94,ARIANO NEL POLESINE,Italy,4394,29/09/2014,44.56420135498,12.071499824524,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18470,1,1
95,ARLON,Belgium,28259,26/01/2017,49.409999847412,5.4899997711182,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20176,1,1
96,ARQUA' PETRARCA,Italy,1856,29/09/2015,45.0,11.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19668,0,1
97,ARRE,Italy,2202,09/10/2014,45.0,11.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18557,0,1
98,ASBL Pays de Famenne,Belgium,58000,24/05/2016,50.227522951469,5.3448625055288,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25029,0,1
99,ASIGLIANO VENETO,Italy,937,11/03/2010,45.304439544678,11.446590423584,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18284,0,1
100,ASIN,Spain,110,25/05/2013,42.282161712646,-1.0480799674988,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17144,0,1
101,ASPA,Spain,216,22/08/2016,100000.0,4027.544921875,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19827,1,1
102,ASPROPYRGOS,Greece,30000,03/06/2009,38.061298370361,23.58930015564,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12120,1,1
103,ATECA,Spain,2099,20/03/2014,41.329620361328,-1.7952799797058,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18139,1,1
104,ATH,Belgium,28863,18/09/2015,50.628860473633,3.7742300033569,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19175,1,1
105,ATS ObiettivoZero - Valle degli Iblei,Italy,62954,22/11/2012,37.119438171387,14.940010070801,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16204,1,1
106,ATZENETA D'ALBAIDA,Spain,1175,01/06/2016,38.831298828125,-0.49851000308991,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19702,1,1
107,AVERSA,Italy,52813,22/10/2013,40.973171234131,14.207670211792,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18729,1,1
108,AWANS,Belgium,9227,26/01/2016,50.666839599609,5.4628801345825,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19409,1,1
109,AY-CHAMPAGNE,France,5839,20/05/2019,49.05331088639,4.0045917034149,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26497,0,1
110,AYORA,Spain,5303,27/05/2016,39.060169219971,-1.0560100078583,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19704,1,1
111,AZUARA,Spain,680,19/12/2013,41.258750915527,-0.87108999490738,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18141,0,1
112,AZUQUECA DE HENARES,Spain,35000,27/04/2017,40.565089508121,-3.2681378079345,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20231,1,1
113,Aalesund,Norway,42317,26/11/2008,62.472198486328,6.1494798660278,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11860,0,1
114,Aalst,Belgium,83267,25/03/2014,50.938579559326,4.0393900871277,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17944,1,1
115,Aalter,Belgium,28906,03/06/2019,51.087364274386,3.4443426132202,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26535,0,1
116,Abaigar,Spain,87,06/03/2020,42.648161574023,-2.1417311811214,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27372,0,1
117,Abano Terme,Italy,18206,23/09/2008,45.355899810791,11.785499572754,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11939,0,1
118,Abarzuza,Spain,550,"Villamayor de Monjardin,Guesálaz / Gesalatz,Mirafuentes,Abarzuza,Barbarin,Luquin,Améscoa Baja / Ameskoabarrena,Salinas de Oro/ Jaitz,Igúzquiza / Iguzkitza,Eulate,Torralba del Río,Lezáun,Larraona,Aranarache / Aranaratxe",42.723503126953,-2.0231614276834,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26529,1,1
119,Abarán,Spain,13110,18/03/2011,38.205139160156,-1.3971799612045,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13964,0,1
120,Abasan Al-Kabira,"Palestine, State of",30000,02/11/2013,31.319999694824,34.349998474121,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17608,1,1
121,Abbasanta,Italy,2872,"Busachi,Paulilatino,Aidomaggiore,Boroneddu,Fordongianus,Zerfaliu,Soddì,Nughedu Santa Vittoria,Samugheo,Tadasuni,Abbasanta,Ghilarza,Norbello,Ollastra,Siamaggiore,Solarussa",40.1263514139,8.8155141510499,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14451,1,1
122,Abbateggio,Italy,443,17/05/2010,42.224498748779,14.013600349426,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13572,1,1
123,Abegondo,Spain,5454,14/04/2011,43.21667098999,-8.2833299636841,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14093,0,1
124,Aberdeen,United Kingdom,213810,30/03/2009,57.148300170898,-2.0963499546051,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12053,0,1
125,Aberdeenshire,United Kingdom,243510,14/05/2009,57.152400970459,-2.1319301128388,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12082,0,1
126,Aberin,Spain,356,"Aberin,Dicastillo,Andosilla,Los Arcos,Cárcar,Oteiza,Viana,Villatuerta ,Aras,Arellano,Lerín,Torres del Río,Sartaguda,Lodosa,Mendavia,Arróniz,Allo",42.619228344387,-2.012665271759,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27308,1,1
127,Abertura,Spain,456,27/09/2013,39.243761469134,-5.8137057851807,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17585,1,1
128,Ablitas,Spain,2481,06/05/2019,41.972509114053,-1.6427993774414,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=28088,1,1
129,Abovyan,Armenia,43495,19/10/2018,40.278592569789,44.630241394043,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25583,0,1
130,Abriola,Italy,1617,28/11/2011,40.508071899414,15.813750267029,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15207,1,1
131,Acate,Italy,10432,15/03/2012,37.0,14.492469787598,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16497,1,1
132,Accadia,Italy,2470,12/04/2010,41.159801483154,15.332300186157,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13171,1,1
133,Accettura,Italy,2020,"Stigliano,Cirigliano,Oliveto Lucano,Accettura",40.489158630371,16.146329879761,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16445,0,1
134,Acerenza,Italy,2623,29/04/2013,40.795581817627,15.941639900207,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16969,1,1
135,Acharnes,Greece,75341,22/10/2009,38.084300994873,23.733499526977,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12863,1,1
136,Aci Bonaccorsi,Italy,3272,12/07/2012,37.597969055176,15.108169555664,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15859,1,1
137,Aci Castello,Italy,18080,10/06/2013,37.553749084473,15.147839546204,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17208,1,1
138,Aci Catena,Italy,29662,15/02/2017,37.602699279785,15.142009735107,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20413,1,1
139,Aci Sant'Antonio,Italy,17479,28/03/2013,37.60625076294,15.12596988678,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16724,0,1
140,Acireale,Italy,53122,24/04/2013,37.612339019775,15.166219711304,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16851,0,1
141,Acquanegra sul Chiese,Italy,3016,18/02/2014,45.163581848145,10.432769775391,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17961,1,1
142,Acquapendente,Italy,5619,18/06/2010,42.744850158691,11.865159988403,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13931,0,1
143,Acquappesa,Italy,1882,06/10/2014,39.497119903565,15.953310012817,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18599,0,1
144,Acquaviva Collecroce,Italy,674,01/12/2010,41.86780166626,14.746700286865,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13882,1,1
145,Acquaviva Platani,Italy,1033,20/11/2013,37.525470733643,13.731510162353,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17749,1,1
146,Acquaviva delle Fonti,Italy,21000,29/10/2014,40.896770477295,16.842479705811,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18658,1,1
147,Acquedolci ,Italy,5500,27/09/2011,38.011558532715,14.598649978638,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15076,1,1
148,Adamuz,Spain,4476,23/07/2009,38.027400970459,-4.5248699188232,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12269,1,1
149,Adeje,Spain,46667,29/04/2016,28.122060775757,-16.733819961548,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19721,1,1
150,Administration commmunale de Seneffe,Belgium,11161,13/02/2017,50.529640197754,4.2569799423218,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20251,1,1
151,Administration communale d'Aiseau-Presles,Belgium,10804,23/04/2018,50.416612543906,4.5710849761963,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25094,1,1
152,Administration communale d'Estinnes,Belgium,7734,19/12/2016,50.397041320801,4.0977897644043,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20280,1,1
153,Administration communale de Froidchapelle,Belgium,3939,13/02/2017,50.150974101751,4.3290857463246,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25118,0,1
154,Adrano,Italy,35519,30/09/2013,37.661880493164,14.832799911499,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17439,1,1
155,Affi,Italy,1942,15/01/2009,45.551601409912,10.773200035095,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11816,1,1
156,Affligem,Belgium,13351,10/11/2020,50.906694124217,4.1122800536812,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27956,1,1
157, Afragola,Italy,63674,28/03/2011,40.922531891976,14.311040197314,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17415,1,1
158,Agadir,Morocco,450000,27/02/2014,30.427759170532,-9.5981101989746,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18103,1,1
159,Agaete,Spain,5558,28/11/2017,28.099069595337,-15.698829650879,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20419,1,1
160,Agerola,Italy,7500,26/03/2011,40.638931274414,14.540579795837,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14996,0,1
161,Agglomération Seine-Eure,France,69000,26/06/2014,49.125499725342,1.1050000190735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18323,1,1
162,Aggregazione BERNEZZO,Italy,5631,22/02/2017,44.388599395752,7.4354000091553,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20110,1,1
163,Aggregazione Ceva,Italy,6678,31/03/2017,44.385871887207,8.0354204177856,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20206,1,1
164,Aggregazione Dro-Roc-Vil,Italy,10349,30/04/2014,44.467208862305,7.3630499839783,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18047,1,1
165,Aggregazione Garessio,Italy,5155,07/09/2016,44.121398925781,8.1129999160767,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19869,1,1
166,Aggregazione MARENE,Italy,5359,13/10/2016,44.394100189209,7.4345002174377,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20131,1,1
167,Aggregazione Monta' - Corneliano d'Alba,Italy,6776,28/06/2016,44.812849528647,7.954999,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25133,0,1
168,Aggregazione Niella Belbo ,Italy,7835,29/12/2016,44.304901123047,7.4032998085022,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20023,1,1
169,Aggregazione Robilante-Roccavione,Italy,5203,09/06/2016,44.294528961182,7.511390209198,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19740,1,1
170,Aggregazione Sommariva del Bosco,Italy,21367,29/04/2016,44.461601257324,7.4702000617981,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19751,0,1
171,Aggregazione Villanova Mondovì,Italy,10206,22/02/2011,44.347999572754,7.7675199508667,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13865,1,1
172,Aggregazione comuni della Valle dell'Agno,Italy,63622,"Recoaro Terme,Cornedo Vicentino,Aggregazione comuni della Valle dell'Agno,Trissino,Brogliano,Castelgomberto,Valdagno",45.645389556885,11.299719810486,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19785,0,1
173,Aghios Nikolaos,Greece,27074,22/12/2014,35.18798828125,25.715579986572,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18775,1,1
174,Agia,Greece,14121,22/02/2012,39.719299316406,22.759199142456,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15389,1,1
175,Agia Varvara,Greece,26490,19/10/2009,37.989421844482,23.659950256348,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12781,1,1
176,Agioi Anargiri-Kamatero,Greece,62529,16/01/2018,38.0,23.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20437,1,1
177,Agios Ioannis Rentis,Greece,20000,14/11/2009,37.96369934082,23.673599243164,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12874,0,1
178,Agira,Italy,8500,27/03/2013,37.391498565674,14.312299728394,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16831,0,1
179,Agna,Italy,3405,09/09/2014,45.169998168945,11.956789970398,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18645,1,1
180,Agnone,Italy,5253,28/11/2011,41.810478210449,14.378609657288,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15034,0,1
181,Agost,Spain,4703,30/10/2014,38.439208984375,-0.63849002122879,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18675,1,1
182,Agramunt,Spain,5735,25/10/2012,41.787189483643,1.0979800224304,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16336,0,1
183,Agrigento,Italy,57000,09/04/2013,37.311088562012,13.576549530029,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17015,1,1
184,Agros,Cyprus,806,09/09/2013,34.919947824824,33.016791376953,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17449,1,1
185,Aguilar de Segarra,Spain,257,09/07/2008,41.739799499512,1.628280043602,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11622,1,1
186,Agüimes,Spain,31242,29/05/2017,27.904029846191,-15.445799827576,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20200,1,1
187,Ahillones,Spain,1001,29/06/2012,38.260719299316,-5.864649772644,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15861,1,1
188,Aibar / Oibar,Spain,805,"Liédena,Gallipienzo / Galipentzu,Eslava,Cáseda,Javier,Ezprogui,Leache / Leatxe,Yesa,Petilla de Aragón,Aibar / Oibar,Sangüesa / Zangoza",42.591376356642,-1.3603091239929,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27203,0,1
189,Aicurzio,Italy,2087,23/01/2013,45.639430999756,9.4138202667236,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16425,1,1
190,Aidomaggiore,Italy,480,"Ghilarza,Aidomaggiore,Nughedu Santa Vittoria,Tadasuni,Paulilatino,Busachi,Fordongianus,Abbasanta,Norbello,Zerfaliu,Solarussa,Samugheo,Soddì,Ollastra,Boroneddu,Siamaggiore",40.170756056097,8.8563749812133,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15557,1,1
191,Aidone,Italy,5023,06/11/2012,37.24589920044,14.263999938965,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16185,1,1
192,Aiello Calabro,Italy,2017,31/07/2013,39.117141140762,16.166506652655,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17453,1,1
193,Aiello del Sabato,Italy,4050,08/07/2011,40.891498565674,14.822449684143,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14664,0,1
194,Aigaleo,Greece,120000,09/10/2008,37.990398406982,23.683500289917,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11800,1,1
195,Aiguamúrcia,Spain,909,09/04/2015,41.329830169678,1.3586499691009,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19090,1,1
196,Aigües,Spain,984,27/04/2010,38.401100158691,-0.43612000346184,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13249,1,1
197,Ailano,Italy,1384,08/10/2012,41.232898712158,14.122099876404,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16096,1,1
198,Airasca,Italy,3808,26/09/2013,44.918159484863,7.4854698181152,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14370,1,1
199,Airola,Italy,8140,20/09/2010,41.059600830078,14.555600166321,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13697,1,1
200,Aitona,Spain,2456,31/05/2016,41.293598175049,0.27340000867844,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18437,1,1
201,Ajka Város Önkormányzata,Hungary,27995,21/05/2019,47.105938889896,17.562188267969,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26395,0,1
202,Aka,Hungary,252,"Kisbér,Mocsa,Vérteskethely,Bársonyos,Nagyigmánd,Almásfüzitő,Ács,Bakonysárkány,Bana,Bakonyszombathely,Súr,Ácsteszér,Csém,Bakonybánk,Kerékteleki,Csatka,Réde,Aka,Tárkány,Bábolna,Ászár,Császár,Kisigmánd,Csép,Ete,Bakonysárkány",47.398581068581,18.068832153906,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25295,0,1
203,Akhaltsikhe,Georgia,20992,31/10/2014,41.638519287109,42.987609863281,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18749,1,1
204,Akhmeta,Georgia,31461,"Gurjaani,Dedoplistskaro,Lagodekhi,Kvareli,Akhmeta,Sagarejo",42.038520812988,45.206840515137,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20475,1,1
205,Akhtala,Armenia,2753,14/03/2017,41.150514043203,44.763922691345,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20112,1,1
206,Aksakovo,Bulgaria,8600,29/11/2012,43.246341705322,27.811889648438,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17009,1,1
207,Aksu,Kazakhstan,68522,20/03/2013,52.035648345947,76.934608459473,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16636,1,1
208,Al-Mafraq,Jordan,220000,03/03/2018,32.339991714232,36.201143466504,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25430,1,1
209,Al-Ram,"Palestine, State of",55000,13/03/2018,31.849250793457,35.233489990234,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20479,1,1
210,AlSsarhan,Jordan,47000,10/03/2018,32.0,36.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25011,1,1
211,Ala,Italy,8824,17/12/2019,45.756610035153,11.005146503448,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27121,1,1
212,Alajeró,Spain,2264,06/03/2020,28.026854957911,-17.207211957813,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27365,1,1
