,name,country,emissions_baseline_year,percent_emissions_municipal,percent_emissions_tertiary,percent_emissions_residential,percent_emissions_public lighting,percent_emissions_transport,tons_co2_municipal,tons_co2_tertiary,tons_co2_residential,tons_co2_public lighting,tons_co2_transport,energy_consumption_baseline_year,percent_energy_consumption_municipal,percent_energy_consumption_tertiary,percent_energy_consumption_residential,percent_energy_consumption_public lighting,percent_energy_consumption_transport,mwh_energy_consumption_municipal,mwh_energy_consumption_tertiary,mwh_energy_consumption_residential,mwh_energy_consumption_public lighting,mwh_energy_consumption_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,emissions_factor,tons_co2_per_capita,mwh_per_capita,percent_emissions_non-energy related,tons_co2_non-energy related,percent_energy_consumption_from_renewables,mwh_energy_consumption_from_renewables,percent_emissions_industry,tons_co2_industry,percent_energy_consumption_industry,mwh_energy_consumption_industry,percent_emissions_other,tons_co2_other,percent_energy_consumption_other,mwh_energy_consumption_other,percent_energy_consumption_from_heat/cold,mwh_energy_consumption_from_heat/cold
103,ASBL Pays de Famenne,Belgium,2006,1.32,16.73,33.69,0.19,15.04,3434.3495166,43544.1774324,87670.71958,488.147405,39140.70472,2006,0.96,12.98,26.77,0.13,10.96,12708.167,172619.168,355977.6,1762.265,145721.2,16.87,56.59,224264.9,752401.5,IPCC,7.73,39.49,,,26.54,352909.3,31.53,82042.364069,47.10,626259.4,1.50,3907.22702,1.09,14527.9,,
104,ASIGLIANO VENETO,Italy,2008,2.72,14.26,27.10,1.97,9.34,83.931,439.919,836.038,60.615,288.055,2008,2.49,13.90,33.80,1.34,11.16,251,1404,3413,135,1127,39.19,56.67,3958,5723,IPCC,3.38,11.06,,,4.14,418,44.61,1376.123,37.32,3769,,,,,,
105,ASIN,Spain,2010,17.76,,47.35,4.99,29.90,40.6244,,108.2921,11.4004,68.369,2010,18.80,,45.62,3.23,32.34,150.67,,365.62,25.91,259.2,25.17,73.14,201.69,586.19,IPCC,1.99,6.85,,,1.69,13.53,,,,,,,0.00,1.1368683772162E-13,,
106,ASPA,Spain,2005,3.06,0.94,21.75,0.84,58.53,27.83569,8.57451,198.07995,7.696,533.04921,2005,2.91,1.11,20.78,0.59,74.60,78.83,30.11,562.77,16,2019.93,10.78,89.22,291.77,2415.87,IPCC,3.46,10.30,14.88,135.57,,,,,,,,,,,,
107,ASPROPYRGOS,Greece,,,,,,,,,,,,2005,38.00,6.38,4.92,0.13,50.57,4816.5,809.33333,623.2698,16.481575,6410.54,61.96,30.13,10681.131575,5194.2237,IPCC,,,,,,,,,,,,,,,7.90,1362.43333
108,ATECA,Spain,2011,3.54,73.20,,3.23,20.04,210.99795,4365.81894,,192.5572,1195.14567,2011,3.39,72.09,,2.14,22.37,691.87,14709.13,,437.63,4564.37,31.97,65.36,6523.83,13334.94,IPCC,2.95,10.11,,,2.67,544.23,,,,,,,,,,
109,ATH,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ATS ObiettivoZero - Valle degli Iblei,Italy,2011,1.33,23.42,51.04,3.03,21.18,1033.478,18175.185,39611.81,2354.781,16440.8656,2011,1.14,22.07,50.60,2.40,23.80,3080,59776,137035,6487,64449.8,42.04,55.77,113863,151039.8,IPCC,1.23,4.30,,,2.19,5925,,,,,,,,,,
111,ATZENETA D'ALBAIDA,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,AUBANGE,Belgium,2006,1.98,9.22,57.27,0.17,13.55,1339.250407,6219.0016136,38649.701145,117.82472,9145.9513514,2006,1.85,9.19,58.67,0.16,12.50,5032.47,25026.453,159811.9,425.36,34056.657,27.41,69.56,74662.672,189473.964,IPCC,4.49,18.14,,,3.02,8236.51,17.10,11539.0051263,16.99,46263.196,0.70,471.888214,0.65,1757.11,,
113,AVERSA,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,AVIANO,Italy,2006,1.79,24.95,48.83,0.73,23.70,1182.636,16458.795,32216.713,479.32,15638.355,2006,1.93,20.40,51.12,0.45,26.11,4488,47561,119150,1042,60855,16.07,74.98,37455,174771,IPCC,7.38,26.06,,,8.95,20870,,,,,,,,,,
115,AWANS,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,AY-CHAMPAGNE,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,AYORA,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,AZUARA,Spain,2014,4.91,73.40,,1.85,19.84,91.15153,1362.29276,,34.3068,368.31804,2014,4.09,72.47,,1.23,22.21,258.98,4589.78,,77.97,1406.98,32.44,64.88,2054.84,4109.05,IPCC,2.95,10.05,,,2.68,169.82,,,,,,,,,,
119,AZUQUECA DE HENARES,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Aachen,Germany,1990,,7.52,20.99,,29.58,,102917.70252,287150.96124,,404685.35136,1990,,11.14,23.76,0.10,22.37,,788109.2,1680915.7,7100,1582609.95,18.98,78.43,1342930.1,5548982,IPCC,5.39,21.85,,,0.06,4352.4,41.91,573475.69962,42.63,3016509.4,0.00,1.4102552086115E-10,-0.00,-4.0E-24,2.53,178979.9
121,Aalborg,Denmark,1990,,10.00,31.38,,21.61,,143883.708,451655.896,,311019.275,1990,,8.31,36.32,,24.28,,401668,1755983,,1174085,19.68,44.75,951430,2163513,IPCC,7.90,26.52,,,3.48,168254,19.13,275374.288,13.92,673122,17.88,257308.12,17.17,830109,32.09,1551770
122,Aalesund,Norway,2009,,,,,,,,,,,2009,,,,,,,,,,,84.11,1.87,90000,2000,IPCC,"3,619.05",0.05,,,14.02,15000,100.00,152000000,,,,,,,,
123,Aalst,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Aalter,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Abaigar,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Aarschot,Belgium,2011,2.02,13.88,44.61,0.29,11.85,2485.362,17087.967,54911.673,359.58,14583.845,2011,2.03,14.96,44.04,0.31,10.88,11923,88066,259254,1844,64035,30.49,64.03,179491,376969,IPCC,4.30,20.55,,,5.48,32252,24.42,30055.442,25.15,148040,2.94,3615.184,2.64,15550,,
127,Abano Terme,Italy,2003,1.06,28.83,38.05,1.13,30.78,1132.54261,30746.58216,40574.53066,1200.6414,32824.99707,2003,1.18,17.23,46.17,0.67,34.65,4365.03,63657.52,170580.61,2485.8,128011.85,24.13,75.87,89129.74,280302.85,IPCC,5.74,19.90,,,,,,,,,0.15,160.24974,0.09,331.78,,
128,Abanto-Zierbena,Spain,2007,2.29,11.19,15.14,1.44,69.14,1223.05226,5966.6308,8070.85273,766.64475,36850.91338,2007,2.21,8.10,13.07,0.90,75.24,4115.97,15109.46,24376.67,1670.25,140370.26,14.09,85.91,26277.64,160284.33,IPCC,5.55,19.42,,,,,0.79,421.99542,0.49,919.38,,,0.00,7.2759576141834E-12,,
129,Abarzuza,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Abarán,Spain,2008,1.82,16.93,32.31,1.53,47.40,580.85,5396.862,10299.66,488.95,15107.748,2008,1.58,13.67,27.78,1.21,55.76,1656,14356,29166,1270,58539,35.81,63.23,37521,66255,IPCC,2.45,7.99,,,0.96,1004,,,,,,,,,,
131,Abasan Al-Kabira,"Palestine, State of",2010,0.46,7.55,60.52,1.47,22.82,139.89191,2285.26661,18320.35996,445.16,6907.04173,2010,0.63,5.57,51.41,0.93,34.51,481.99,4283.22,39539.35,718,26541.99,24.93,68.82,19174.3,52935.22,IPCC,1.20,3.05,,,6.25,4805.44,7.19,2175.39351,6.96,5350.41,,,,,,
132,Abbadia Lariana,Italy,2005,1.69,22.20,55.27,1.09,19.75,189.32848,2489.64393,6198.02765,122.03961,2215.26338,2005,1.40,12.71,67.77,0.52,17.61,685.28,6220.56,33168.83,252.67,8618.71,17.07,66.24,8354.19,32421.85,IPCC,3.48,12.65,,,16.69,8170,,,,,,,,,,
133,Abbasanta,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Abbateggio,Italy,2008,1.47,,85.91,1.02,11.61,25.9981,,1521.5602,18.054,205.566,2008,1.54,,86.96,0.46,11.03,114,,6418,34,814,11.34,88.66,837,6543,IPCC,4.00,16.66,,,,,,,,,,,,,,
135,Abbiategrasso,Italy,2010,1.77,16.77,49.63,0.83,15.15,2421.37868,23007.21297,68070.31469,1134.2818,20781.6816,2010,1.91,13.74,55.81,0.48,15.81,9900.14,71294.12,289540.91,2465.83,82006.78,20.78,77.86,107819.79,403893.61,IPCC,4.28,16.14,,,1.36,7038.23,15.86,21749.55549,12.25,63543.86,-0.00,-1.1861175153172E-11,-0.00,-4.6E-25,,
136,Abegondo,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
137,Aberdeen,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,9.06,30.71,,,,,,,,,,,,,,
138,Aberdeenshire,United Kingdom,,,,,,,,,,,,2007,92.19,,,7.81,,180617.786,,,15303.896,,,,,,IPCC,0.00,0.00,,,,,,,,,,,,,,
139,Aberin,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Abertura,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Abla,Spain,2007,5.85,7.17,12.86,,54.33,373.05,457.2,819.45,,3463.1224,2007,,,,,62.37,,,,,13404.42,21.93,75.93,4712,16318.17,IPCC,4.22,13.41,3.75,239,2.14,460.77,7.38,470.7,,,8.65,551.5848,37.63,8086.52,,
142,Ablitas,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Abovyan,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Abrantes,Portugal,2010,4.11,7.45,15.96,1.64,54.04,6451.157,11687.8827,25031.069,2570.823,84741.267,2010,3.76,5.89,13.84,1.25,60.29,20986,32890,77253,6967,336516,28.02,67.15,156397,374847,IPCC,3.96,14.09,,,4.83,26949,16.78,26318.688,14.97,83580,-0.00,-0.08370000000005,0.00,0.99999999998822,,
145,Abrera,Spain,2005,1.27,44.39,16.30,1.08,31.70,916.9843,32157.9982,11807.055,784.7515,22963.0163,2005,2.03,35.75,17.80,0.83,43.60,4000.8,70447.9,35066.8,1631.5,85910.1,41.94,57.55,82641,113416.2,IPCC,7.36,20.03,5.27,3819,0.51,999.9,,,,,,,,,,
146,Abriola,Italy,2009,23.56,18.82,17.48,2.96,34.93,1668.48213,1332.997,1237.9211,209.5488,2473.475,2009,19.97,16.33,30.30,1.84,31.56,5308.46,4340,8056.1,489.6,8390,18.26,66.17,4854.99,17591.64,LCA,4.38,16.43,2.25,159.12,15.56,4137.14,,,,,-0.00,-3.8926373235881E-13,0.00,3.6379788070917E-12,,
147,Abrucena,Spain,2007,1.89,6.08,10.50,,56.35,126.45,407.7,704.25,,3779.2248,2007,,,,,63.37,,,,,16452.68,11.66,83.84,2804,20159.3,IPCC,4.88,16.72,3.24,217.39,4.50,1082.83,0.35,23.4,,,21.59,1447.9878,36.63,9510.65,,
148,Acate,Italy,2011,0.42,1.75,20.12,,52.46,39.5427,164.2988,1887.0561,,4920.2891,2011,1.19,6.04,25.17,1.30,26.46,858.3,4372,18217.6,942.9,19149.5,48.95,50.50,35431.4,36553.3,IPCC,0.98,7.56,,,0.55,397.1,10.11,948.4741,8.52,6166.9,15.13,1419.2336,31.33,22674.6,,
149,Accadia,Italy,2005,1.24,16.66,62.76,4.00,8.23,59.77066,805.58702,3035.65045,193.2966,398.20875,2005,1.11,10.81,70.41,2.05,7.93,216.78,2111.82,13756.36,400.2,1549.39,21.32,78.68,3808.86,14055.98,IPCC,1.85,6.85,,,,,7.12,344.29646,7.69,1502.99,0.00,4.3928594095633E-13,,,,
150,Accettura,Italy,2009,0.91,9.30,33.36,0.45,52.33,53.8415,550.0108,1973.8348,26.901,3096.2618,2009,1.06,7.41,35.76,0.33,55.00,200.1,1404.9,6779.9,63,10426.4,,,,,LCA,2.94,9.42,3.10,183.61,,,0.36,21.4049,0.31,58.1,0.18,10.9312,0.14,25.6,,
151,Acciano,Italy,2005,1.47,9.01,66.06,4.63,18.83,19.5758,119.9169,879.1476,61.5825,250.5516,2005,1.16,5.97,73.91,2.23,16.73,66.5,342,4232.8,127.5,957.9,12.77,77.02,731.1,4411.1,IPCC,3.36,14.46,,,10.21,584.74,,,,,,,,,,
152,Acerenza,Italy,2009,1.95,13.17,56.85,3.16,22.20,199.614,1349.24436,5826.48237,324.264,2275.48203,2009,2.07,8.23,60.12,1.67,27.91,568,2253.8,16465.57,458,7643.91,15.99,84.01,4379.56,23009.72,LCA,3.91,10.44,2.66,273,,,,,,,,,,,,
153,Acharnes,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Aci Bonaccorsi,Italy,2011,0.77,38.56,21.34,1.46,23.84,86.21066,4314.14208,2386.94452,163.68387,2667.51637,2011,0.63,33.10,19.75,1.08,32.61,197.84,10377.24,6190.7,338.89,10222.85,47.92,52.08,15021.9,16325.77,IPCC,3.47,9.73,,,,,13.99,1564.72686,12.78,4007.29,0.04,4.40455,0.04,12.86,,
155,Aci Castello,Italy,2011,1.31,31.57,40.05,2.87,24.20,489.6088,11767.4382,14932.0397,1069.376,9020.6418,2011,1.07,24.45,34.20,1.87,38.41,986,22562.8,31564.4,1724.8,35450.6,43.96,54.64,40569.2,50430.2,IPCC,2.06,5.11,,,1.40,1289.2,,,,,,,,,,
156,Aci Catena,Italy,2010,0.60,25.88,19.30,0.85,46.86,546.07565,23714.99727,17690.59104,779.8518,42945.57985,2010,0.53,18.21,15.47,0.59,60.57,1453.02,49937.23,42431,1614.6,166081.97,34.82,65.18,95488.38,178720.55,IPCC,3.17,9.48,,,,,6.51,5964.89004,4.63,12691.11,,,,,,
157,Aci Sant'Antonio,Italy,2011,0.52,25.68,19.16,1.30,46.87,290.25141,14220.2,10607.544,719.89701,25950.60231,2011,0.41,18.09,15.37,0.90,60.63,676.95,29944,25442,1490.47,100334.65,34.91,65.09,57769.18,107728.89,IPCC,3.09,9.24,,,,,6.46,3576.718,4.60,7610,,,,,,
158,Acireale,Italy,2011,0.85,25.41,18.95,2.04,46.36,1365.4902,40836.0841,30462.3724,3278.121,74514.0136,2011,0.63,17.96,15.26,1.42,60.17,3005,85989.5,73064.2,6787,288123.8,35.40,64.60,169492.7,309330.3,IPCC,3.12,9.31,,,,,6.39,10271.2619,4.56,21853.5,,,,,,
159,Acquanegra sul Chiese,Italy,2005,6.26,8.19,61.03,2.27,22.24,572.0113,748.3204,5576.8935,207.69,2032.4735,2005,4.56,5.36,70.75,0.99,18.34,1988.6,2335.9,30820.2,430,7988.4,12.40,68.59,5402.1,29879.8,IPCC,3.09,14.72,,,19.01,8281.2,,,,,,,,,,
160,Acquapendente,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Acquappesa,Italy,2014,1.45,2.47,14.91,0.86,16.49,124.73171,211.56516,1278.686,73.8375,1414.30614,2014,2.78,4.98,25.54,1.65,25.87,499.49,892.68,4583.1,295.35,4642.42,54.22,44.88,9729.01,8052.61,LCA,4.52,9.46,42.91,3679.91,0.84,150.39,5.76,493.66844,11.36,2038.12,15.15,1298.86599,27.82,4990.85,0.06,10
162,Acquaviva Collecroce,Italy,2005,3.74,4.27,33.48,3.99,54.53,50.56014,57.71876,452.71642,53.95328,737.41429,2005,4.10,4.07,28.70,2.38,60.76,190.62,189.37,1336.14,110.56,2828.17,17.95,81.83,835.38,3809.22,IPCC,1.79,6.16,,,0.22,10.24,,,,,0.00,6.4517280407017E-15,,,,
163,Acquaviva Platani,Italy,2011,1.91,9.00,28.51,6.16,29.02,55.9504,263.349,834.3038,180.1056,849.1134,2011,2.11,7.89,30.07,4.73,31.98,183.4,686.3,2615.9,411.2,2781.9,48.13,51.06,4187.6,4442.6,IPCC,2.81,8.36,,,0.80,70,25.40,743.0566,23.24,2021.5,,,,,,
164,Acquaviva delle Fonti,Italy,2005,0.48,8.82,16.36,0.66,27.90,632.83703,11520.98817,21368.8586,863.2659,36442.94546,2005,0.46,6.98,16.17,0.40,32.05,2040.92,30862.58,71469.37,1787.3,141648.42,20.74,79.26,91658.19,350345.97,IPCC,6.08,20.58,,,,,32.74,42761.59108,30.21,133508.37,13.03,17021.79651,13.73,60687.2,,
165,Acquedolci ,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,1.37,3.83,,,,,,,,,,,,,,
166,Adamuz,Spain,2007,1.73,32.93,10.73,,29.96,661.5,12557.7,4091.4,,11426.1739,2007,,,,,28.34,,,,,44200.2,25.43,48.22,39666,75208.09,IPCC,8.53,25.69,2.31,881,26.35,41088.58,1.41,539.1,,,20.93,7983.292,71.66,111762.47,,
167,Adeje,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Administration Communale de Tellin,Belgium,2006,3.02,5.02,52.52,0.32,33.82,423.796378,704.288468,7368.23078,44.79367,4744.639856,2006,2.88,4.75,54.56,0.30,32.45,1569.77,2588.82,29707.5,161.71,17666.88,16.30,78.64,8876.2,42819.28,IPCC,5.98,23.21,,,5.06,2753.3,2.55,357.38508,2.42,1318.2,2.75,385.83702,2.64,1435.9,,
169,Administration commmunale de Seneffe,Belgium,2006,0.83,13.27,31.31,0.51,,686.673,10990.887,25932.561,423.81,,2006,0.93,12.26,31.59,0.45,,3165,41746,107541,1530,,36.98,61.87,125899,210630,IPCC,7.71,31.55,,,1.14,3893,51.95,43026.82,52.83,179850,2.14,1769.306,1.94,6590,,
170,Administration communale d'Aiseau-Presles,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Administration communale d'Estinnes,Belgium,2006,0.95,5.24,55.58,0.45,30.44,418.398,2313.805,24531.326,199.717,13434.442,2006,0.95,5.34,56.49,0.42,29.57,1634,9180,97173,721,50868,13.73,84.08,23621,144640,IPCC,5.95,23.21,,,2.19,3767,1.77,779.209,1.90,3273,5.58,2462.762,5.34,9179,,
172,Administration communale de Froidchapelle,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Administration communale de La Hulpe,Belgium,2006,0.50,24.45,33.00,0.72,38.81,246.962,11972.828,16159.102,352.344,19002.551,2006,0.59,24.77,33.80,0.66,37.48,1136,47479,64782,1272,71838,24.82,74.06,47571,141962,IPCC,6.78,26.53,,,1.12,2147,2.51,1230.512,2.70,5173,,,,,,
174,Adra,Spain,2007,2.88,10.44,11.53,,59.15,3056.4,11064.6,12221.1,,62697.893,2007,,,,,68.83,,,,,242399.63,17.01,81.88,59915,288339.02,IPCC,4.45,14.63,4.35,4615,1.11,3911.27,0.58,619.65,,,11.06,11724.628,31.17,109765.67,,
175,Adrano,Italy,2011,3.97,7.68,40.49,9.82,32.17,738.294,1430.4045,7535.766,1828.155,5987.9766,2011,4.07,5.97,31.46,7.63,46.31,2019,2961.5,15602,3785,22968.2,51.99,48.01,25786.5,23811.2,IPCC,0.52,1.40,,,,,4.39,818.0088,3.41,1693.6,1.47,274.5372,1.15,568.4,,
176,Affi,Italy,2005,0.33,35.75,20.95,1.09,4.64,97.775383,10649.482748,6242.467526,324.015237,1383.586617,2005,0.40,29.43,28.52,0.83,6.58,325.17,23907.974,23163.633,670.839,5343.011,53.86,43.35,43750.235,35215.645,IPCC,13.97,38.08,,,2.79,2263.24,37.24,11093.550819,34.25,27818.493,,,,,,
177,Affligem,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178, Afragola,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Agadir,Morocco,2013,0.82,19.54,20.30,1.74,34.21,7303.002,174281.363,181073.508,15495.195,305106.333,2013,0.44,11.59,17.60,0.91,47.74,10608,280233,425527,21979,1154425,21.46,78.45,518915,1897212,IPCC,2.15,5.84,3.72,33159,0.09,2213,19.67,175438.802,21.73,525568,,,,,,
180,Agaete,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Agerola,Italy,2005,3.33,19.90,22.43,2.04,18.39,801.6628,4786.8181,5396.8676,489.8264,4423.8875,2005,3.19,16.51,20.52,1.52,29.64,1831.76,9495.62,11799.73,874.69,17045.21,54.44,45.56,31301.45,26197.92,IPCC,3.25,7.78,,,,,33.91,8158.7525,28.61,16452.34,0.00,0.0056000000011407,,,,
182,Agglomération Seine-Eure,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Aggregazione BERNEZZO,Italy,,,,,,,,,,,,2008,1.95,1.62,27.55,0.58,42.73,2446.94,2024.4,34515.65,731.25,53531.51,13.61,82.52,17192.71,104219.73,IPCC,6.76,24.82,,,3.87,4885.24,,,25.57,32030.59,,,-0.00,-0.009999999989305,,
184,Aggregazione Ceva,Italy,2008,1.69,12.72,23.93,1.30,57.19,716.43672,5406.50734,10170.72076,553.17507,24311.51371,2008,2.07,9.39,26.78,0.74,60.60,3181.38,14459.87,41242.45,1145.29,93347.6,11.49,87.44,17699.67,134691.77,IPCC,6.37,23.07,2.43,1034.52,1.06,1640.12,0.74,316.35051,0.43,654.97,,,,,,
185,Aggregazione Dro-Roc-Vil,Italy,2012,3.80,10.88,36.40,1.12,31.13,1542.3002,4411.1674,14756.121,454.993,12618.7,2012,3.69,9.87,41.65,0.97,27.97,6491.8,17356.9,73246.5,1710.5,49180,20.09,73.72,35334,129627.7,IPCC,3.94,17.10,,,6.19,10884,16.67,6756.501,15.84,27860,,,,,,
186,Aggregazione Garessio,Italy,2008,2.03,4.34,21.74,1.57,21.70,1443.57454,3088.38978,15477.3119,1120.2219,15451.91721,2008,2.06,3.10,24.78,0.88,22.63,5402.78,8143.59,65054.95,2319.3,59422.17,19.82,77.15,52046.65,202558.02,IPCC,13.81,50.93,1.44,1027.73,3.03,7951.92,47.18,33587.17948,46.55,122213.8,,,,,,
187,Aggregazione MARENE,Italy,2008,0.91,4.27,18.30,0.70,43.50,479.67909,2245.97819,9613.87418,365.1963,22858.8016,2008,1.17,2.74,21.76,0.41,47.28,2158.52,5082.81,40302,756.1,87579.48,18.40,80.68,34089.43,149440.79,IPCC,10.34,36.46,0.44,229.35,0.92,1696.95,31.88,16750.09795,26.64,49348.26,,,,,,
188,Aggregazione Monta' - Corneliano d'Alba,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Aggregazione Niella Belbo ,Italy,2008,2.65,2.21,20.33,1.12,55.51,1844.79283,1538.34512,14143.62454,779.17077,38612.01289,2008,2.65,1.50,22.36,0.61,55.95,6991.19,3959.12,58963.88,1613.19,147568.77,9.34,88.99,24642.6,234685.29,IPCC,8.88,33.66,0.94,656.16,1.67,4402.93,17.23,11982.20478,16.92,44634.67,,,,,,
190,Aggregazione Robilante-Roccavione,Italy,2012,1.46,2.29,38.40,1.13,56.71,381.37089,597.76384,10016.676,295.1877,14791.3077,2012,1.46,2.23,43.68,0.65,51.99,1614.01,2466.72,48389,719.97,57588.9,5.91,86.85,6547.31,96211.29,IPCC,5.01,21.29,,,7.24,8020,,,,,,,,,,
191,Aggregazione Sommariva del Bosco,Italy,2008,0.31,4.56,9.93,0.44,35.51,566.99754,8321.94713,18132.43754,802.37892,64818.56513,2008,0.00,0.01,0.03,0.00,0.06,9610.57,31640.21,132215.21,2690.63,248467.85,17.31,82.19,114681.27,544644.98,IPCC,15.73,57.11,0.52,941.31,0.50,3334.57,16.89,30837.9736,0.06,238036.33,31.84,58135.1066,99.84,413777902.05,,
192,Aggregazione Villanova Mondovì,Italy,2008,0.81,11.77,32.72,1.25,22.00,487.93443,7095.11326,19731.38746,752.03583,13269.50059,2008,0.90,9.42,38.64,0.80,26.00,1768.69,18438.71,75659.48,1557.01,50902.61,29.33,70.67,57434.99,138378.14,IPCC,5.86,19.02,1.92,1159.96,,,29.53,17810.37935,24.25,47486.63,,,,,,
193,Aggregazione comuni della Valle dell'Agno,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Aghios Nikolaos,Greece,2011,24.16,40.45,22.21,1.67,3.83,43064.315,72106.127,39591.632,2971.332,6831.856,2011,42.33,28.23,19.76,1.12,7.85,137445,91678,64155,3628,25492,44.85,54.19,145653,175956,IPCC,6.36,11.58,6.61,11774,0.96,3112,1.07,1902.537,0.72,2323,,,,,,
195,Agia,Greece,2011,1.14,21.48,36.09,21.81,19.47,692.651,13019.845,21877.173,13221.543,11800.952,2011,0.83,10.60,36.57,10.20,41.80,939,11955,41253,11507,47158,31.28,60.52,35291,68269,IPCC,5.30,9.86,,,8.20,9252,,,,,,,,,,
196,Agia Varvara,Greece,2010,3.03,7.53,46.96,0.55,41.93,4442.884742,11052.213611,68899.292663,810.601116,61523.993766,2010,1.09,2.89,32.42,0.18,63.42,4245.47,11273.33,126266.894,705.484,247026.56,13.86,86.14,53969.558,335548.18,IPCC,4.80,12.75,,,,,,,,,0.00,3.885361365974E-12,0.00,2.9103830456734E-11,,
197,Agioi Anargiri-Kamatero,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
198,Agioi Anargyroi-Kamatero,Greece,1995,0.29,53.53,45.74,0.40,0.03,2849.72391,526484.45352,449877.40593,3980.09004,266.679,1995,0.23,31.56,47.12,0.20,20.89,4020.79,544636.88,813167.66,3463.96,360487.5,40.63,59.37,701308.72,1024861.86,IPCC,17.82,24.76,,,,,,,,,-0.00,-3.108289092779E-11,,,,
199,Agios Athanasios,Cyprus,2009,0.19,13.96,27.63,1.29,25.58,208.012,15188.807,30051.555,1401.022,27823.701,2009,0.10,8.52,27.46,0.67,46.06,238,20366,65608,1603,110055,35.37,56.63,84505,135309,IPCC,7.25,15.93,,,8.00,19115,31.32,34070.945,17.16,41012,0.04,38.116,0.02,47,,
200,Agios Dimitrios,Greece,2009,0.53,20.84,49.03,1.03,28.56,2156.876,84868.955,199726.016,4214.532,116349.499,2009,0.37,9.34,38.18,0.42,51.69,3265,82509,337185,3668,456529,22.94,77.06,202597,680559,IPCC,5.82,12.62,,,,,,,,,,,,,,
201,Agios Ioannis Rentis,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Agira,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Agna,Italy,2008,1.30,13.44,27.68,1.39,41.52,219.736,2272.769,4680.81,235.221,7020.228,2008,1.61,10.98,29.80,0.84,46.15,932,6370,17292,487,26780,16.80,83.20,9749,48280,IPCC,5.01,17.19,3.18,538,,,7.05,1192.748,5.79,3359,4.44,750.003,4.84,2809,,
204,Agnone,Italy,2005,1.78,19.39,52.59,2.69,23.55,296.721,3232.168,8765.092,448.707,3924.716,2005,1.64,12.49,64.40,1.26,20.21,1206,9215,47494,929,14906,12.40,75.03,9144,55319,IPCC,2.96,11.45,,,12.57,9270,,,,,,,,,,
