,name,entity_type,country
4853,Obrascon Huarte Lain (OHL),Investor,Spain
4854,Odfjell SE,Investor,Norway
4855,OMRON Corporation,Investor,Japan
4856,OMRON Corporation,Investor,Japan
4857,OMRON Corporation,Investor,Japan
4858,"Ono Pharmaceutical Co., Ltd.",Investor,Japan
4859,Panasonic Corporation,Investor,Japan
4860,Panasonic Corporation,Investor,Japan
4861,Panasonic Corporation,Investor,Japan
4862,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
4863,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
4864,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
4865,"PepsiCo, Inc.",Investor,United States of America
4866,"PepsiCo, Inc.",Investor,United States of America
4867,PG&E Corporation,Investor,United States of America
4868,PG&E Corporation,Investor,United States of America
4869,Pfizer Inc.,Investor,United States of America
4870,Pfizer Inc.,Investor,United States of America
4871,Koninklijke Philips NV,Investor,Netherlands
4872,Koninklijke Philips NV,Investor,Netherlands
4873,Koninklijke Philips NV,Investor,Netherlands
4874,Koninklijke Philips NV,Investor,Netherlands
4875,Pinnacle West Capital Corporation,Investor,United States of America
4876,Pitney Bowes Inc.,Investor,United States of America
4877,"PNC Financial Services Group, Inc.",Investor,United States of America
4878,"PNC Financial Services Group, Inc.",Investor,United States of America
4879,Power Corporation of Canada,Investor,Canada
4880,Power Corporation of Canada,Investor,Canada
4881,Power Corporation of Canada,Investor,Canada
4882,Power Corporation of Canada,Investor,Canada
4883,Power Corporation of Canada,Investor,Canada
4884,Power Financial Corporation,Investor,Canada
4885,Power Financial Corporation,Investor,Canada
4886,Power Financial Corporation,Investor,Canada
4887,Power Financial Corporation,Investor,Canada
4888,Power Financial Corporation,Investor,Canada
4889,"Principal Financial Group, Inc.",Investor,United States of America
4890,"Principal Financial Group, Inc.",Investor,United States of America
4891,Prologis,Investor,United States of America
4892,Public Service Enterprise Group Inc.,Investor,United States of America
4893,Public Service Enterprise Group Inc.,Investor,United States of America
4894,Prudential plc,Investor,United Kingdom of Great Britain and Northern Ireland
4895,Prysmian SpA,Investor,Italy
4896,QUALCOMM Inc.,Investor,United States of America
4897,Raytheon Company,Investor,United States of America
4898,RELX Group Plc,Investor,United Kingdom of Great Britain and Northern Ireland
4899,RELX Group Plc,Investor,United Kingdom of Great Britain and Northern Ireland
4900,Repsol,Investor,Spain
4901,"Republic Services, Inc.",Investor,United States of America
4902,"Ricoh Co., Ltd.",Investor,Japan
4903,"Ricoh Co., Ltd.",Investor,Japan
4904,"Ricoh Co., Ltd.",Investor,Japan
4905,Rexel,Investor,France
4906,Rolls-Royce,Investor,United Kingdom of Great Britain and Northern Ireland
4907,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
4908,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
4909,Royal Bank of Canada,Investor,Canada
4910,Koninklijke KPN NV (Royal KPN),Investor,Netherlands
4911,Koninklijke KPN NV (Royal KPN),Investor,Netherlands
4912,Koninklijke KPN NV (Royal KPN),Investor,Netherlands
4913,Koninklijke KPN NV (Royal KPN),Investor,Netherlands
4914,Royal Dutch Shell,Investor,United Kingdom of Great Britain and Northern Ireland
4915,Groupe SEB,Investor,France
4916,Groupe SEB,Investor,France
4917,Groupe SEB,Investor,France
4918,"Ryder System, Inc.",Investor,United States of America
4919,salesforce.com,Investor,United States of America
4920,salesforce.com,Investor,United States of America
4921,salesforce.com,Investor,United States of America
4922,salesforce.com,Investor,United States of America
4923,salesforce.com,Investor,United States of America
4924,salesforce.com,Investor,United States of America
4925,salesforce.com,Investor,United States of America
4926,salesforce.com,Investor,United States of America
4927,salesforce.com,Investor,United States of America
4928,salesforce.com,Investor,United States of America
4929,salesforce.com,Investor,United States of America
4930,salesforce.com,Investor,United States of America
4931,SAP SE,Investor,Germany
4932,SAP SE,Investor,Germany
4933,SAP SE,Investor,Germany
4934,Sasol Limited,Investor,South Africa
4935,"Sekisui Chemical Co., Ltd.",Investor,Japan
4936,"Sekisui Chemical Co., Ltd.",Investor,Japan
4937,"Sekisui Chemical Co., Ltd.",Investor,Japan
4938,"Sekisui Chemical Co., Ltd.",Investor,Japan
4939,"Sekisui House, Ltd.",Investor,Japan
4940,"Sekisui House, Ltd.",Investor,Japan
4941,Sempra Energy,Investor,United States of America
4942,Seiko Epson Corporation,Investor,Japan
4943,Severn Trent,Investor,United Kingdom of Great Britain and Northern Ireland
4944,"Seven & I Holdings Co., Ltd.",Investor,Japan
4945,"Shiseido Co., Ltd.",Investor,Japan
4946,"Shiseido Co., Ltd.",Investor,Japan
4947,"Shiseido Co., Ltd.",Investor,Japan
4948,"Shiseido Co., Ltd.",Investor,Japan
4949,"Shiseido Co., Ltd.",Investor,Japan
4950,"Shiseido Co., Ltd.",Investor,Japan
4951,Sims Metal Management,Investor,Australia
4952,Simon Property Group,Investor,United States of America
4953,Simon Property Group,Investor,United States of America
4954,Skanska AB,Investor,Sweden
4955,Skanska AB,Investor,Sweden
4956,Skanska AB,Investor,Sweden
4957,Skanska AB,Investor,Sweden
4958,SNC-Lavalin Group Inc.,Investor,Canada
4959,Smith & Nephew,Investor,United Kingdom of Great Britain and Northern Ireland
4960,Sodexo,Investor,France
4961,Sony Corporation,Investor,Japan
4962,SSAB,Investor,Sweden
4963,Stagecoach Group,Investor,United Kingdom of Great Britain and Northern Ireland
4964,Steelcase,Investor,United States of America
4965,Steelcase,Investor,United States of America
4966,Straumann Holding AG,Investor,Switzerland
4967,Suez,Investor,France
4968,"Sumitomo Chemical Co., Ltd.",Investor,Japan
4969,"Sumitomo Chemical Co., Ltd.",Investor,Japan
4970,"Sumitomo Electric Industries, Ltd.",Investor,Japan
4971,"Sumitomo Forestry Co., Ltd.",Investor,Japan
4972,"Sumitomo Forestry Co., Ltd.",Investor,Japan
4973,Sumitomo Mitsui Financial Group,Investor,Japan
4974,Sumitomo Heavy Industries. Ltd.,Investor,Japan
4975,Symantec Corporation,Investor,United States of America
4976,Symantec Corporation,Investor,United States of America
4977,Symrise AG,Investor,Germany
4978,Taiwan Semiconductor Manufacturing,Investor,"Taiwan, Greater China"
4979,Takeda Pharmaceutical Company Limited,Investor,Japan
4980,Takeda Pharmaceutical Company Limited,Investor,Japan
4981,Takeda Pharmaceutical Company Limited,Investor,Japan
4982,Target Corporation,Investor,United States of America
4983,TELEPLAN,Supply Chain,Netherlands
4984,Telus Corporation,Investor,Canada
4985,Teradyne Inc.,Investor,United States of America
4986,Terex Corporation,Investor,United States of America
4987,Teva Pharmaceutical Industries Ltd,Investor,Israel
4988,Texas Instruments Incorporated,Investor,United States of America
4989,Tiffany & Co.,Investor,United States of America
4990,Tiffany & Co.,Investor,United States of America
4991,Technicolor SA,Investor,France
4992,"Tokio Marine Holdings, Inc.",Investor,Japan
4993,"Tokio Marine Holdings, Inc.",Investor,Japan
4994,TD Bank Group,Investor,Canada
4995,TD Bank Group,Investor,Canada
4996,Toto Ltd.,Investor,Japan
4997,Toto Ltd.,Investor,Japan
4998,Toto Ltd.,Investor,Japan
4999,"Toyo Seikan Group Holdings, Ltd.",Investor,Japan
5000,Toyota Industries Corporation,Investor,Japan
5001,TransCanada Corporation,Investor,Canada
5002,TransCanada Corporation,Investor,Canada
5003,TransAlta Corporation,Investor,Canada
5004,TransAlta Corporation,Investor,Canada
5005,TransAlta Corporation,Investor,Canada
5006,TransAlta Corporation,Investor,Canada
5007,"The Travelers Companies, Inc.",Investor,United States of America
5008,United Continental Holdings,Investor,United States of America
5009,United Continental Holdings,Investor,United States of America
5010,"Tyson Foods, Inc.",Investor,United States of America
5011,U.S. Bancorp,Investor,United States of America
5012,U.S. Bancorp,Investor,United States of America
5013,UCB SA,Investor,Belgium
5014,UCB SA,Investor,Belgium
5015,UCB SA,Investor,Belgium
5016,UCB SA,Investor,Belgium
5017,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
5018,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
5019,United Technologies Corporation,Investor,United States of America
5020,United Technologies Corporation,Investor,United States of America
5021,UPS,Investor,United States of America
5022,Unum Group,Investor,United States of America
5023,Vallourec,Investor,France
5024,Veolia Environnement SA,Investor,France
5025,Veolia Environnement SA,Investor,France
5026,Vectren Corporation,Investor,United States of America
5027,Viacom Inc.,Investor,United States of America
5028,Viacom Inc.,Investor,United States of America
5029,Viacom Inc.,Investor,United States of America
5030,Vermilion Energy Inc.,Investor,Canada
5031,Voestalpine AG,Investor,Austria
5032,Voestalpine AG,Investor,Austria
5033,Walgreens Boots Alliance,Investor,United States of America
5034,"Walmart, Inc.",Investor,United States of America
5035,"Waste Management, Inc.",Investor,United States of America
5036,"Waste Management, Inc.",Investor,United States of America
5037,"Waste Management, Inc.",Investor,United States of America
5038,Wells Fargo & Company,Investor,United States of America
5039,Wolters Kluwer,Investor,Netherlands
5040,Wolters Kluwer,Investor,Netherlands
5041,WEC Energy Group,Investor,United States of America
5042,WEC Energy Group,Investor,United States of America
5043,Woodside Petroleum,Investor,Australia
5044,WorleyParsons,Investor,Australia
5045,World Bank Group,Investor,United States of America
5046,Xerox Corporation,Investor,United States of America
5047,Xerox Corporation,Investor,United States of America
5048,Xerox Corporation,Investor,United States of America
5049,Xcel Energy Inc.,Investor,United States of America
5050,Xcel Energy Inc.,Investor,United States of America
5051,WSP,Investor,Canada
5052,"Yum! Brands, Inc.",Investor,United States of America
5053,Yokogawa Electric Corporation,Investor,Japan
5054,Yokogawa Electric Corporation,Investor,Japan
5055,"Yokohama Rubber Company, Limited",Investor,Japan
5056,"Yokohama Rubber Company, Limited",Investor,Japan
5057,"Zimmer Biomet Holdings, Inc.",Investor,United States of America
5058,TÜRKIYE VAKIFLAR BANKASI T.A.O.,Investor,Turkey
5059,TÜRKIYE VAKIFLAR BANKASI T.A.O.,Investor,Turkey
5060,TÜRKIYE VAKIFLAR BANKASI T.A.O.,Investor,Turkey
5061,LG HAUSYS,Investor,Republic of Korea
5062,LG HAUSYS,Investor,Republic of Korea
5063,LG HAUSYS,Investor,Republic of Korea
5064,adidas AG,Investor,Germany
5065,Lenovo Group,Investor,United States of America
5066,Teck Resources Limited,Investor,Canada
5067,Teck Resources Limited,Investor,Canada
5068,Teck Resources Limited,Investor,Canada
5069,First Financial Holding Co,Investor,"Taiwan, Greater China"
5070,First Financial Holding Co,Investor,"Taiwan, Greater China"
5071,First Financial Holding Co,Investor,"Taiwan, Greater China"
5072,First Financial Holding Co,Investor,"Taiwan, Greater China"
5073,"Toyo Ink SC Holdings Co., Ltd.",Investor,Japan
5074,Nabtesco Corporation,Investor,Japan
5075,Nabtesco Corporation,Investor,Japan
5076,Nabtesco Corporation,Investor,Japan
5077,Nabtesco Corporation,Investor,Japan
5078,Nabtesco Corporation,Investor,Japan
5079,Vopak,Investor,Netherlands
5080,T Mobile USA inc,Investor,United States of America
5081,T Mobile USA inc,Investor,United States of America
5082,T Mobile USA inc,Investor,United States of America
5083,T Mobile USA inc,Investor,United States of America
5084,T Mobile USA inc,Investor,United States of America
5085,UBS,Investor,Switzerland
5086,UBS,Investor,Switzerland
5087,Grupo Financiero Banorte SAB de CV,Investor,Mexico
5088,Grupo Financiero Banorte SAB de CV,Investor,Mexico
5089,Shire,Investor,Ireland
5090,Shire,Investor,Ireland
5091,Shire,Investor,Ireland
5092,Shire,Investor,Ireland
5093,Shire,Investor,Ireland
5094,Xilinx Inc,Investor,United States of America
5095,Western Digital Corp,Investor,United States of America
5096,Ventas Inc,Investor,United States of America
5097,Ventas Inc,Investor,United States of America
5098,Bemis Company,Investor,United States of America
5099,Siemens Gamesa Renewable Energy SA,Investor,Spain
5100,Cielo SA,Investor,Brazil
5101,Cielo SA,Investor,Brazil
5102,Cielo SA,Investor,Brazil
5103,Koninklijke DSM,Investor,Netherlands
5104,Vaisala Oyj,Investor,Finland
5105,Equinor,Investor,Norway
5106,Equinor,Investor,Norway
5107,Welltower Inc.,Investor,United States of America
5108,HCP Inc.,Investor,United States of America
5109,Barry Callebaut AG,Investor,Switzerland
5110,"All Access Apparel, Inc.",Supply Chain,United States of America
5111,"All Access Apparel, Inc.",Supply Chain,United States of America
5112,CABOT MICROELECTRONICS CORP,Supply Chain,United States of America
5113,Tessy Plastics,Supply Chain,United States of America
5114,Tessy Plastics,Supply Chain,United States of America
5115,DAVEY TREE EXPERT,Supply Chain,United States of America
5116,Syniverse,Supply Chain,United States of America
5117,Syniverse,Supply Chain,United States of America
5118,Ernst & Young LLP (USA),Investor,United States of America
5119,Ernst & Young LLP (USA),Investor,United States of America
5120,Garan Manufacturing Corp,Supply Chain,United States of America
5121,Garan Manufacturing Corp,Supply Chain,United States of America
5122,Garan Manufacturing Corp,Supply Chain,United States of America
5123,Silgan Plastics,Supply Chain,United States of America
5124,Iron Mountain Inc.,Investor,United States of America
5125,"DW Morgan, LLC",Investor,United States of America
5126,Crown Prince,Supply Chain,United States of America
5127,Brembo SpA,Investor,Italy
5128,YOOX Net-A-Porter Group,Investor,Italy
5129,Barco NV,Investor,Belgium
5130,Superdry,Investor,United Kingdom of Great Britain and Northern Ireland
5131,CenturyLink,Investor,United States of America
5132,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
5133,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
5134,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
5135,Capital Power Corporation,Investor,Canada
5136,"Amadeus IT Group, S.A.",Investor,Spain
5137,"Amadeus IT Group, S.A.",Investor,Spain
5138,Tata Global Beverages,Investor,India
5139,Kimball Electronics,Supply Chain,United States of America
5140,Kimball Electronics,Supply Chain,United States of America
5141,Kimball Electronics,Supply Chain,United States of America
5142,Kimball Electronics,Supply Chain,United States of America
5143,Kimball Electronics,Supply Chain,United States of America
5144,Kimball Electronics,Supply Chain,United States of America
5145,Kimball Electronics,Supply Chain,United States of America
5146,Kimball Electronics,Supply Chain,United States of America
5147,Signify NV,Investor,Netherlands
5148,Signify NV,Investor,Netherlands
5149,American Water Works,Investor,United States of America
5150,American Water Works,Investor,United States of America
5151,Motorola Solutions,Investor,United States of America
5152,"Integrated Device Technology, Inc.",Investor,United States of America
5153,Sanden,Supply Chain,Japan
5154,Lancer-Hoshizaki,Supply Chain,Mexico
5155,Zatkoff Seals and Packing,Supply Chain,United States of America
5156,Hamilton Safe Company,Supply Chain,United States of America
5157,"Harvard Maintenance, Inc.",Supply Chain,United States of America
5158,"Level 3 Communications, Inc.",Investor,United States of America
5159,Harris Tea Company,Supply Chain,United States of America
5160,Harris Tea Company,Supply Chain,United States of America
5161,Harris Tea Company,Supply Chain,United States of America
5162,Hp Hood Llc,Supply Chain,United States of America
5163,BECK GROUP - HC BECK,Supply Chain,United States of America
5164,DG3 NORTH AMERICA INC,Supply Chain,United States of America
5165,TTR Transport,Supply Chain,Canada
5166,TTR Transport,Supply Chain,Canada
5167,Pacific Market International,Supply Chain,United States of America
5168,"Davies Office Refurbising, Inc.",Investor,United States of America
5169,Kimball Office,Investor,United States of America
5170,Gestamp,Investor,Spain
5171,Bernhardt Design a Division of Bernhardt Furniture Company,Investor,United States of America
5172,"Krueger International, Inc",Investor,United States of America
5173,bpost,Investor,Belgium
5174,bpost,Investor,Belgium
5175,bpost,Investor,Belgium
5176,Inscape Corporation,Investor,Canada
5177,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
5178,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
5179,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
5180,Freshfields Bruckhaus Deringer,Supply Chain,United Kingdom of Great Britain and Northern Ireland
5181,"VMware, Inc",Investor,United States of America
5182,Anritsu Corporation,Investor,Japan
5183,Anritsu Corporation,Investor,Japan
5184,"Ecova, Inc.",Investor,United States of America
5185,"Ecova, Inc.",Investor,United States of America
5186,"Ecova, Inc.",Investor,United States of America
5187,Trans-Expedite Inc.,Investor,United States of America
5188,Toyoda Gosei,Investor,Japan
5189,Cavium,Supply Chain,United States of America
5190,Cavium,Supply Chain,United States of America
5191,Cavium,Supply Chain,United States of America
5192,Trinseo LLC,Investor,United States of America
5193,Satellite Logistics Group,Supply Chain,United States of America
5194,Bright International Corp.,Supply Chain,United States of America
5195,Bright International Corp.,Supply Chain,United States of America
5196,Bright International Corp.,Supply Chain,United States of America
5197,Bright International Corp.,Supply Chain,United States of America
5198,Bright International Corp.,Supply Chain,United States of America
5199,Bright International Corp.,Supply Chain,United States of America
5200,"American Textile Company, Inc.",Supply Chain,United States of America
5201,Charles River Laboratories International Inc.,Supply Chain,United States of America
5202,Digital Realty Trust Inc,Investor,United States of America
5203,Digital Realty Trust Inc,Investor,United States of America
5204,Forest City Realty Trust,Investor,United States of America
5205,Macerich Co.,Investor,United States of America
5206,Macerich Co.,Investor,United States of America
5207,Macerich Co.,Investor,United States of America
5208,Macerich Co.,Investor,United States of America
5209,ManpowerGroup,Investor,United States of America
5210,ManpowerGroup,Investor,United States of America
5211,ManpowerGroup,Investor,United States of America
5212,"Smithfield Foods, Inc.",Investor,United States of America
5213,IMA SpA,Investor,Italy
5214,PVH Corp,Investor,United States of America
5215,PVH Corp,Investor,United States of America
5216,Amtrak,Investor,United States of America
5217,Nihon Kohden Corporation,Investor,Japan
5218,Borregaard ASA,Investor,Norway
5219,Borregaard ASA,Investor,Norway
5220,AbbVie Inc,Investor,United States of America
5221,AbbVie Inc,Investor,United States of America
5222,Hi-Lex Corporation,Supply Chain,Japan
5223,COX INDUSTRIES,Supply Chain,United States of America
5224,Leidos,Investor,United States of America
5225,Tokyo Ohka Kogyo Co Ltd,Supply Chain,Japan
5226,CNH Industrial NV,Investor,United Kingdom of Great Britain and Northern Ireland
5227,Sibanye Stillwater,Investor,South Africa
5228,Sibanye Stillwater,Investor,South Africa
5229,Sibanye Stillwater,Investor,South Africa
5230,Core Laboratories N.V.,Investor,Netherlands
5231,Core Laboratories N.V.,Investor,Netherlands
5232,Core Laboratories N.V.,Investor,Netherlands
5233,News Corp,Investor,United States of America
5234,News Corp,Investor,United States of America
5235,News Corp,Investor,United States of America
5236,News Corp,Investor,United States of America
5237,Toyo Tire Corporation,Investor,Japan
5238,"Nippon Light Metal Holdings Company, Ltd",Investor,Japan
5239,M&M Cartage,Supply Chain,United States of America
5240,Gefco,Supply Chain,France
5241,KORDSA TEKNIK TEKSTIL A.S.,Investor,Turkey
5242,OFS Brands,Investor,United States of America
5243,"Daifuku Co., Ltd.",Investor,Japan
5244,TUI Group,Investor,United Kingdom of Great Britain and Northern Ireland
5245,Healthy Food Ingredients,Supply Chain,United States of America
5246,NORTHERN CLEARING,Supply Chain,United States of America
5247,NORTHERN CLEARING,Supply Chain,United States of America
5248,Noritz Corporation,Investor,Japan
5249,Farmer Brothers,Investor,United States of America
5250,Farmer Brothers,Investor,United States of America
5251,Farmer Brothers,Investor,United States of America
5252,Farmer Brothers,Investor,United States of America
5253,California Resources Corp,Investor,United States of America
5254,Brewer Science,Supply Chain,United States of America
5255,Brewer Science,Supply Chain,United States of America
5256,Entegris Inc,Supply Chain,United States of America
5257,Cataler Corporation,Supply Chain,Japan
5258,CAMPBELL WRAPPER CORP,Supply Chain,United States of America
5259,Wisconsin Energy Conservation Corporation (WECC),Investor,United States of America
5260,Tosoh SMD,Supply Chain,United States of America
5261,Avangrid Inc,Investor,United States of America
5262,Tanaka Seimitsu,Supply Chain,Japan
5263,Nissen Chemitec Corporation,Supply Chain,Japan
5264,Yachiyo,Supply Chain,Japan
5265,Port of Tacoma,Investor,United States of America
5266,Port of Tacoma,Investor,United States of America
5267,Port of Tacoma,Investor,United States of America
5268,Northwest Seaport Alliance,Investor,United States of America
5269,Northwest Seaport Alliance,Investor,United States of America
5270,Varex Imaging Corporation,Investor,United States of America
5271,"Hollingsworth, Inc.",Supply Chain,
5272,Abertis Infraestructuras,Investor,Spain
5273,Abertis Infraestructuras,Investor,Spain
5274,Abertis Infraestructuras,Investor,Spain
5275,The AES Corporation,Investor,United States of America
5276,"Amgen, Inc.",Investor,United States of America
5277,"Amgen, Inc.",Investor,United States of America
5278,Asics Corporation,Investor,Japan
5279,Asics Corporation,Investor,Japan
5280,Bank of Nova Scotia (Scotiabank),Investor,Canada
5281,Baxter International Inc.,Investor,United States of America
5282,Bristol-Myers Squibb,Investor,United States of America
5283,Estee Lauder Companies Inc.,Investor,United States of America
5284,FERROVIAL,Investor,Spain
5285,FERROVIAL,Investor,Spain
5286,Naturgy Energy Group SA,Investor,Spain
5287,Naturgy Energy Group SA,Investor,Spain
5288,"The Home Depot, Inc.",Investor,United States of America
5289,"The Home Depot, Inc.",Investor,United States of America
5290,"The Home Depot, Inc.",Investor,United States of America
5291,Humana Inc.,Investor,United States of America
5292,Humana Inc.,Investor,United States of America
5293,Kimco Realty,Investor,United States of America
5294,Kimco Realty,Investor,United States of America
5295,"Lexmark International, Inc.",Investor,United States of America
5296,MAPFRE,Investor,Spain
5297,MAPFRE,Investor,Spain
5298,MAPFRE,Investor,Spain
5299,MAPFRE,Investor,Spain
5300,MAPFRE,Investor,Spain
5301,MAPFRE,Investor,Spain
5302,"Marsh & McLennan Companies, Inc.",Investor,United States of America
5303,"Merck & Co., Inc.",Investor,United States of America
5304,Pfizer Inc.,Investor,United States of America
5305,Pfizer Inc.,Investor,United States of America
5306,"Republic Services, Inc.",Investor,United States of America
5307,Simon Property Group,Investor,United States of America
5308,Simon Property Group,Investor,United States of America
5309,Meliá Hotels International S.A.,Investor,Spain
5310,Meliá Hotels International S.A.,Investor,Spain
5311,Teva Pharmaceutical Industries Ltd,Investor,Israel
5312,"Walmart, Inc.",Investor,United States of America
5313,"Zimmer Biomet Holdings, Inc.",Investor,United States of America
5314,AbbVie Inc,Investor,United States of America
5315,AbbVie Inc,Investor,United States of America
5316,ACCIONA S.A.,Investor,Spain
5317,ACCIONA S.A.,Investor,Spain
5318,ACCIONA S.A.,Investor,Spain
5319,ACCIONA S.A.,Investor,Spain
5320,The AES Corporation,Investor,United States of America
5321,"ASE Technology Holding Co., Ltd.",Investor,"Taiwan, Greater China"
5322,"ASE Technology Holding Co., Ltd.",Investor,"Taiwan, Greater China"
5323,American Express,Investor,United States of America
5324,American Express,Investor,United States of America
5325,American Express,Investor,United States of America
5326,AptarGroup,Investor,United States of America
5327,AptarGroup,Investor,United States of America
5328,AptarGroup,Investor,United States of America
5329,Asics Corporation,Investor,Japan
5330,Asics Corporation,Investor,Japan
5331,Atos SE,Investor,France
5332,Atos SE,Investor,France
5333,"Autodesk, Inc.",Investor,United States of America
5334,"Autodesk, Inc.",Investor,United States of America
5335,"Autodesk, Inc.",Investor,United States of America
5336,"Autodesk, Inc.",Investor,United States of America
5337,Avaya,Supply Chain,United States of America
5338,Avaya,Supply Chain,United States of America
5339,"Avon Products, Inc.",Investor,United States of America
5340,Ball Corporation,Investor,United States of America
5341,Banco Santander,Investor,Spain
5342,Bank of Nova Scotia (Scotiabank),Investor,Canada
5343,Baxter International Inc.,Investor,United States of America
5344,BBVA,Investor,Spain
5345,"Best Buy Co., Inc.",Investor,United States of America
5346,"Best Buy Co., Inc.",Investor,United States of America
5347,"Best Buy Co., Inc.",Investor,United States of America
5348,"Best Buy Co., Inc.",Investor,United States of America
5349,Biogen Inc.,Investor,United States of America
5350,Biogen Inc.,Investor,United States of America
5351,Braskem S/A,Investor,Brazil
5352,Braskem S/A,Investor,Brazil
5353,Bristol-Myers Squibb,Investor,United States of America
5354,Brown-Forman Corporation,Investor,United States of America
5355,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
5356,CA Technologies,Investor,United States of America
5357,Cap Gemini,Investor,France
5358,Cap Gemini,Investor,France
5359,"Casio Computer Co., Ltd.",Investor,Japan
5360,"Casio Computer Co., Ltd.",Investor,Japan
5361,"Casio Computer Co., Ltd.",Investor,Japan
5362,"Casio Computer Co., Ltd.",Investor,Japan
5363,"Casio Computer Co., Ltd.",Investor,Japan
5364,"Casio Computer Co., Ltd.",Investor,Japan
5365,"Casio Computer Co., Ltd.",Investor,Japan
5366,"Casio Computer Co., Ltd.",Investor,Japan
5367,Samsung C&T,Investor,Republic of Korea
5368,Samsung C&T,Investor,Republic of Korea
5369,"Church & Dwight Co., Inc",Investor,United States of America
5370,Citigroup Inc.,Investor,United States of America
5371,Citigroup Inc.,Investor,United States of America
5372,Comerica Incorporated,Investor,United States of America
5373,Comerica Incorporated,Investor,United States of America
5374,Comerica Incorporated,Investor,United States of America
5375,Comerica Incorporated,Investor,United States of America
5376,"CommScope, Inc.",Investor,United States of America
5377,Constantia Flexibles,Supply Chain,Austria
5378,Constantia Flexibles,Supply Chain,Austria
5379,Cummins Inc.,Investor,United States of America
5380,Daimler AG,Investor,Germany
5381,"Daiwa House Industry Co., Ltd.",Investor,Japan
5382,"Daiwa House Industry Co., Ltd.",Investor,Japan
5383,Danone,Investor,France
5384,Dentsu Inc.,Investor,Japan
5385,Deutsche Bank AG,Investor,Germany
5386,Deutsche Telekom AG,Investor,Germany
5387,Deutsche Telekom AG,Investor,Germany
5388,Deutsche Telekom AG,Investor,Germany
5389,Deutsche Telekom AG,Investor,Germany
5390,Electrolux,Investor,Sweden
5391,Electrolux,Investor,Sweden
5392,Eltek AS,Investor,Norway
5393,Eltek AS,Investor,Norway
5394,Eltek AS,Investor,Norway
5395,Ericsson,Investor,Sweden
5396,Ericsson,Investor,Sweden
5397,Estee Lauder Companies Inc.,Investor,United States of America
5398,FIRMENICH SA,Investor,Switzerland
5399,FIRMENICH SA,Investor,Switzerland
5400,FIRMENICH SA,Investor,Switzerland
5401,FIRMENICH SA,Investor,Switzerland
5402,FLSmidth & Co. A/S,Investor,Denmark
5403,Fujitsu Limited,Investor,Japan
5404,Fujitsu Limited,Investor,Japan
5405,Fujitsu Limited,Investor,Japan
5406,"Furukawa Electric Co., Ltd.",Investor,Japan
5407,Naturgy Energy Group SA,Investor,Spain
5408,Naturgy Energy Group SA,Investor,Spain
5409,General Mills Inc.,Investor,United States of America
5410,General Mills Inc.,Investor,United States of America
5411,General Mills Inc.,Investor,United States of America
5412,General Electric Company,Investor,United States of America
5413,Givaudan SA,Investor,Switzerland
5414,Givaudan SA,Investor,Switzerland
5415,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
5416,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
5417,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
5418,Graphic Packaging,Investor,United States of America
5419,GRIFOLS,Investor,Spain
5420,GRIFOLS,Investor,Spain
5421,GRIFOLS,Investor,Spain
5422,GRIFOLS,Investor,Spain
5423,"Hasbro, Inc.",Investor,United States of America
5424,Hays,Investor,United Kingdom of Great Britain and Northern Ireland
5425,Hitachi High-Technologies Corporation,Investor,Japan
5426,"The Home Depot, Inc.",Investor,United States of America
5427,"The Home Depot, Inc.",Investor,United States of America
5428,"The Home Depot, Inc.",Investor,United States of America
5429,Iberdrola SA,Investor,Spain
5430,Iberdrola SA,Investor,Spain
5431,Iberdrola SA,Investor,Spain
5432,Iberdrola SA,Investor,Spain
5433,Iberdrola SA,Investor,Spain
5434,Iberdrola SA,Investor,Spain
5435,IMI plc,Investor,United Kingdom of Great Britain and Northern Ireland
5436,INDUS Holding AG,Investor,Germany
5437,INDUS Holding AG,Investor,Germany
5438,Ingenico,Investor,France
5439,Ingenico,Investor,France
5440,Intel Corporation,Investor,United States of America
5441,Intel Corporation,Investor,United States of America
5442,JCDecaux SA.,Investor,France
5443,LIXIL Group Corporation,Investor,Japan
5444,LIXIL Group Corporation,Investor,Japan
5445,JPMorgan Chase & Co.,Investor,United States of America
5446,Kellogg Company,Investor,United States of America
5447,Kellogg Company,Investor,United States of America
